FILE	 Wves_predicted	 Wves_actual	 coherence	 thresh_predicted	 thresh_actual_d0	 coherence	 thresh_actual_all	 thresh_actual_pm	 bias_delta0	 Wves_actual_minus	 Wves_actual_plus
m5c0r1103.htb	0.903	0.982	12	1.281	1.307	12	1.247	1.218	0.622	1.025	0.94
m5c0r1103.htb	0.846	0.936	24	1.239	1.101	24	1.175	1.212	0.251	0.796	1.076
m5c0r1104.htb	0.229	0.806	48	0.874	1.043	48	1.135	1.18	0.224	0.765	0.846
m5c0r1104.htb	0.013	0.426	96	0.205	0.847	96	0.607	0.488	0.643	0.468	0.384
m6c0r228.htb	0.072	0.383	24	0.546	1.054	24	0.913	0.843	-0.54	0.345	0.421
m6c0r228.htb	0.01	0.176	96	0.199	0.758	96	0.603	0.526	-0.375	0.114	0.238
m6c0r229.htb	0.61	0.763	12	1.369	1.348	12	1.635	1.778	0.271	0.649	0.876
m6c0r229.htb	0.402	0.321	48	1.111	1.485	48	1.334	1.259	0.602	0.247	0.396
m6c0r230.htb	0.764	0.752	12	1.257	1.644	12	1.333	1.177	0.633	0.675	0.83
m6c0r230.htb	0.409	0.215	96	0.92	1.095	96	0.878	0.769	0.893	0.358	0.073
m6c0r231.htb	0.445	0.443	24	0.903	1.069	24	1.011	0.982	0.696	0.549	0.337
m6c0r231.htb	0.457	0.308	48	0.915	1.018	48	1.007	1.001	0.763	0.355	0.26
m6c0r232.htb	0.845	0.634	12	0.941	1.214	12	1.143	1.107	0.288	0.632	0.636
m6c0r232.htb	0.543	0.441	24	0.754	0.912	24	0.706	0.603	0.121	0.437	0.445
m6c0r233.htb	0.271	0.188	48	0.687	1.003	48	0.959	0.937	0.377	0.08	0.297
m6c0r233.htb	0.252	0.263	96	0.664	0.786	96	0.881	0.928	0.752	0.294	0.231
m6c0r234.htb	0.644	0.738	16	1.053	1.349	16	1.208	1.138	0.141	0.671	0.804
m6c0r234.htb	0.369	0.283	96	0.798	0.965	96	1.166	1.266	0.302	0.242	0.324
m6c0r235.htb	0.856	0.753	8	1.162	1.085	8	1.047	1.028	0.32	0.792	0.715
m6c0r235.htb	0.617	0.641	16	0.987	1.242	16	1.189	1.163	0.185	0.551	0.731
m6c0r236.htb	0.806	0.905	8	1.364	1.582	8	1.475	1.422	-0.626	0.803	1.007
m6c0r236.htb	0.422	0.598	24	0.988	0.755	24	0.858	0.909	-0.255	0.538	0.658
m6c0r237.htb	0.871	0.79	8	1.11	0.895	8	0.98	1.023	0.197	0.767	0.812
m6c0r237.htb	0.601	0.581	16	0.923	0.767	16	1	1.116	0.315	0.54	0.622
m24c84r3.htb	0.631	0.803	16	1.845	1.993	16	2.6	2.904	-0.443	1.062	0.543
m24c84r3.htb	0.369	0.083	60	1.411	1.488	60	1.135	0.959	-0.716	0.036	0.131
m24c84r3.htb	0.631	0.803	16	1.845	1.993	16	2.6	2.904	-0.443	1.062	0.543
m24c84r3.htb	0.369	0.083	60	1.411	1.488	60	1.135	0.959	-0.716	0.036	0.131
m24c84r3.htb	0.631	0.803	16	1.845	1.993	16	2.6	2.904	-0.443	1.062	0.543
m24c84r3.htb	0.369	0.083	60	1.411	1.488	60	1.135	0.959	-0.716	0.036	0.131
m24c84r3.htb	0.631	0.803	16	1.845	1.993	16	2.6	2.904	-0.443	1.062	0.543
m24c84r3.htb	0.369	0.083	60	1.411	1.488	60	1.135	0.959	-0.716	0.036	0.131
m24c85r2.htb	0.594	0.833	16	2.144	3.4	16	2.609	2.213	0.376	0.875	0.791
m24c85r2.htb	0.322	0.117	60	1.578	0.816	60	1.114	1.264	-0.109	0.134	0.1
m24c38r2.htb	0.806	0.773	16	3.547	2.907	16	2.653	2.526	-1.865	0.763	0.784
m24c38r2.htb	0.205	0.016	60	1.787	1.082	60	1.197	1.254	0.676	0.1	-0.068
m24c38r2.htb	0.806	0.773	16	3.547	2.907	16	2.653	2.526	-1.865	0.763	0.784
m24c38r2.htb	0.205	0.016	60	1.787	1.082	60	1.197	1.254	0.676	0.1	-0.068
m24c38r2.htb	0.806	0.773	16	3.547	2.907	16	2.653	2.526	-1.865	0.763	0.784
m24c38r2.htb	0.205	0.016	60	1.787	1.082	60	1.197	1.254	0.676	0.1	-0.068
m24c38r2.htb	0.806	0.773	16	3.547	2.907	16	2.653	2.526	-1.865	0.763	0.784
m24c38r2.htb	0.205	0.016	60	1.787	1.082	60	1.197	1.254	0.676	0.1	-0.068
m24c38r2.htb	0.806	0.773	16	3.547	2.907	16	2.653	2.526	-1.865	0.763	0.784
m24c38r2.htb	0.205	0.016	60	1.787	1.082	60	1.197	1.254	0.676	0.1	-0.068
m24c38r2.htb	0.806	0.773	16	3.547	2.907	16	2.653	2.526	-1.865	0.763	0.784
m24c38r2.htb	0.205	0.016	60	1.787	1.082	60	1.197	1.254	0.676	0.1	-0.068
m18c127r2.htb	0.569	0.935	16	1.779	1.945	16	2.834	3.278	-1.804	0.822	1.049
m18c127r2.htb	0.106	0.214	90	0.767	1.266	90	0.94	0.777	-0.985	0.034	0.393
m24c37r2.htb	0.626	0.718	18	2.533	2.847	18	2.482	2.299	-0.739	0.724	0.712
m24c37r2.htb	0.08	0.083	60	0.908	0.646	60	0.906	1.035	0.414	0.008	0.157
m24c37r2.htb	0.626	0.718	18	2.533	2.847	18	2.482	2.299	-0.739	0.724	0.712
m24c37r2.htb	0.08	0.083	60	0.908	0.646	60	0.906	1.035	0.414	0.008	0.157
m24c72r2.htb	0.739	0.759	16	3.056	3.481	16	3.256	3.144	-4.135	0.649	0.869
m24c72r2.htb	0.102	0.186	60	1.136	1.299	60	1.328	1.342	-0.59	0.41	-0.038
m24c68r2.htb	0.893	0.793	16	2.547	2.74	16	2.716	2.705	-1.104	0.899	0.688
m24c68r2.htb	0.156	0.131	60	1.064	0.952	60	0.821	0.755	0.252	0.172	0.089
m24c64r2.htb	0.898	0.544	16	1.961	4.103	16	2.027	0.989	-6.059	-0.044	1.133
m24c64r2.htb	0.224	0.086	60	0.979	1.69	60	1.856	1.939	-1.942	-0.014	0.185
m24c52r2.htb	0.318	1.028	18	2.109	3.266	18	2.291	1.804	-0.926	1.02	1.035
m24c52r2.htb	0.093	0.077	60	1.14	1.916	60	1.302	0.996	0.617	0.031	0.123
m24c0r281.htb	0.83	0.636	16	2.319	0.386	16	1.207	1.618	1.779	0.672	0.601
m24c0r281.htb	0.236	0.148	60	1.236	0.356	60	0.725	0.909	0.906	0.373	-0.077
m24c0r281.htb	0.83	0.636	16	2.319	0.386	16	1.207	1.618	1.779	0.672	0.601
m24c0r281.htb	0.236	0.148	60	1.236	0.356	60	0.725	0.909	0.906	0.373	-0.077
m18c101r2.htb	0.714	0.876	16	2.719	3.094	16	2.926	2.842	1.232	0.706	1.047
m18c101r2.htb	0.142	0.212	90	1.213	0.69	90	1.017	1.18	0.672	0.123	0.3
m18c101r2.htb	0.714	0.876	16	2.719	3.094	16	2.926	2.842	1.232	0.706	1.047
m18c101r2.htb	0.142	0.212	90	1.213	0.69	90	1.017	1.18	0.672	0.123	0.3
m18c108r3.htb	0.641	0.65	16	1.97	3.244	16	3.039	2.937	1.267	0.814	0.486
m18c108r3.htb	0.011	0.146	90	0.256	0.743	90	0.589	0.512	-0.779	-0.053	0.344
m18c108r3.htb	0.641	0.65	16	1.97	3.244	16	3.039	2.937	1.267	0.814	0.486
m18c108r3.htb	0.011	0.146	90	0.256	0.743	90	0.589	0.512	-0.779	-0.053	0.344
m18c108r3.htb	0.641	0.65	16	1.97	3.244	16	3.039	2.937	1.267	0.814	0.486
m18c108r3.htb	0.011	0.146	90	0.256	0.743	90	0.589	0.512	-0.779	-0.053	0.344
m18c115r2.htb	0.229	0.736	16	2.144	2.17	16	2.521	2.696	1.701	0.759	0.712
m18c115r2.htb	0.03	0.258	90	0.779	0.483	90	1.409	1.872	0.604	0.346	0.171
m18c115r2.htb	0.229	0.736	16	2.144	2.17	16	2.521	2.696	1.701	0.759	0.712
m18c115r2.htb	0.03	0.258	90	0.779	0.483	90	1.409	1.872	0.604	0.346	0.171
m18c117r3.htb	0.48	0.946	16	1.864	2.014	16	2.889	3.326	-0.023	0.806	1.087
m18c117r3.htb	0.089	0.171	90	0.802	0.815	90	0.605	0.501	-0.04	0.197	0.145
m18c117r3.htb	0.48	0.946	16	1.864	2.014	16	2.889	3.326	-0.023	0.806	1.087
m18c117r3.htb	0.089	0.171	90	0.802	0.815	90	0.605	0.501	-0.04	0.197	0.145
m18c117r3.htb	0.48	0.946	16	1.864	2.014	16	2.889	3.326	-0.023	0.806	1.087
m18c117r3.htb	0.089	0.171	90	0.802	0.815	90	0.605	0.501	-0.04	0.197	0.145
m18c119r3.htb	0.049	0.848	16	1.53	2.708	16	1.441	0.808	2.388	0.897	0.799
m18c119r3.htb	0.016	0.163	90	0.881	1.251	90	1.072	0.983	1.867	0.127	0.199
m18c119r3.htb	0.049	0.848	16	1.53	2.708	16	1.441	0.808	2.388	0.897	0.799
m18c119r3.htb	0.016	0.163	90	0.881	1.251	90	1.072	0.983	1.867	0.127	0.199
m18c119r3.htb	0.049	0.848	16	1.53	2.708	16	1.441	0.808	2.388	0.897	0.799
m18c119r3.htb	0.016	0.163	90	0.881	1.251	90	1.072	0.983	1.867	0.127	0.199
m18c120r2.htb	0.897	0.792	16	1.223	2.153	16	2.208	2.235	2.247	0.927	0.658
m18c120r2.htb	0.982	0.234	90	1.279	0.267	90	0.791	1.053	1.246	0.227	0.24
m18c121r2.htb	0.429	0.883	16	2.224	2.433	16	1.997	1.779	0.939	0.849	0.916
m18c121r2.htb	0.088	0.168	90	1.011	0.756	90	0.712	0.69	0.141	0.111	0.224
m18c121r2.htb	0.429	0.883	16	2.224	2.433	16	1.997	1.779	0.939	0.849	0.916
m18c121r2.htb	0.088	0.168	90	1.011	0.756	90	0.712	0.69	0.141	0.111	0.224
m18c127r2.htb	0.569	0.935	16	1.779	1.945	16	2.834	3.278	-1.804	0.822	1.049
m18c127r2.htb	0.106	0.214	90	0.767	1.266	90	0.94	0.777	-0.985	0.034	0.393
m24c0r282.htb	0.562	0.721	20	2.981	2.769	20	1.902	1.468	-0.169	0.78	0.661
m24c0r282.htb	0.267	0.203	60	2.056	0.99	60	1.091	1.141	-0.602	0.182	0.224
m19c0r108.htb	 NaN	 NaN	30	1.19	1.993	30	 NaN	 NaN	1.936	 NaN	 NaN
m24c0r285.htb	0.527	0.664	25	1.759	1.085	25	1.673	1.967	-1.133	0.916	0.411
m24c0r285.htb	0.066	0.173	75	0.62	1.132	75	1.219	1.262	-1.573	0.108	0.239
m24c0r292.htb	0.747	0.857	16	1.967	2.368	16	1.922	1.7	-1.024	0.688	1.026
m24c0r292.htb	0.318	0.195	60	1.283	1.277	60	0.965	0.809	-0.634	0.186	0.204
m24c0r291.htb	0.728	0.77	16	1.367	2.613	16	1.898	1.541	0.507	0.85	0.69
m24c0r291.htb	0.411	0.146	60	1.027	0.284	60	0.531	0.654	-0.062	0.177	0.115
m24c115r2.htb	0.59	0.906	16	3.23	2.884	16	2.798	2.756	0.294	1.001	0.811
m24c115r2.htb	0.108	0.097	60	1.38	1.291	60	0.981	0.826	0.188	0.071	0.123
m24c111r2.htb	0.751	0.738	16	2.618	2.65	16	2.734	2.776	-1.767	0.572	0.905
m24c111r2.htb	0.217	0.095	60	1.405	1.331	60	1.487	1.566	-0.778	0.225	-0.035
m24c119r2.htb	0.716	0.819	16	2.737	2.412	16	2.019	1.823	0.689	0.965	0.673
m24c119r2.htb	0.174	0.124	60	1.351	0.759	60	0.712	0.689	-0.029	0.147	0.1
m24c18r2.htb	0.993	0.719	15	0.689	3.447	15	2.617	2.201	-2.253	0.717	0.721
m24c18r2.htb	0.935	0.195	60	0.668	0.624	60	1.228	1.529	0.619	0.396	-0.006
m24c28r2.htb	0.059	0.5	15	4.067	1.206	15	12.677	18.413	-9.449	-2.907	3.907
m24c28r2.htb	0.385	0.072	60	10.346	0.325	60	0.347	0.358	-3.49	-0.403	0.546
m24c88r2.htb	0.181	0.692	16	1.558	1.681	16	1.306	1.118	-0.364	0.516	0.868
m24c88r2.htb	0.114	0.143	60	1.234	1.045	60	1.405	1.585	-0.224	0.054	0.231
m24c88r2.htb	0.181	0.692	16	1.558	1.681	16	1.306	1.118	-0.364	0.516	0.868
m24c88r2.htb	0.114	0.143	60	1.234	1.045	60	1.405	1.585	-0.224	0.054	0.231
m24c94r2.htb	0.347	0.802	16	2.389	2.541	16	2.201	2.031	0.453	0.735	0.868
m24c94r2.htb	0.112	0.064	60	1.357	1.297	60	1.12	1.032	-0.104	-0.089	0.216
m24c94r2.htb	0.314	0.873	16	2.391	2.269	16	2.295	2.308	0.431	0.899	0.847
m24c94r2.htb	0.048	0.064	60	0.93	1.448	60	0.88	0.597	-0.043	-0.069	0.198
m24c94r2.htb	0.314	0.873	16	2.391	2.269	16	2.295	2.308	0.431	0.899	0.847
m24c94r2.htb	0.048	0.064	60	0.93	1.448	60	0.88	0.597	-0.043	-0.069	0.198
m24c102r2.htb	0.706	0.781	16	3.191	0.616	16	0.865	0.989	0.741	0.642	0.919
m24c102r2.htb	0.039	0.131	60	0.747	1.157	60	1.163	1.166	0.864	0.219	0.043
m24c102r2.htb	0.766	0.727	16	3.237	0.531	16	1.089	1.368	0.774	0.678	0.776
m24c102r2.htb	0.005	0.144	60	0.259	1.044	60	1.042	1.041	0.915	0.213	0.075
m24c103r2.htb	0.348	0.853	16	2.89	2.726	16	2.162	1.881	0.337	0.921	0.784
m24c103r2.htb	0.123	0.049	60	1.715	0.661	60	1.027	1.21	-0.083	0.022	0.076
m24c105r2.htb	0.41	0.768	16	5.782	2.617	16	2.049	1.766	1.028	0.754	0.782
m24c105r2.htb	0.008	0.134	60	0.796	1.099	60	1.148	1.172	0.926	0.35	-0.081
m24c110r2.htb	0.682	0.576	16	2.74	1.267	16	2.204	2.672	-0.246	0.569	0.582
m24c110r2.htb	0.286	0.189	60	1.775	0.963	60	1.185	1.296	-0.25	0.135	0.243
m24c111r2.htb	0.751	0.738	16	2.618	2.65	16	2.734	2.776	-1.767	0.572	0.905
m24c111r2.htb	0.217	0.095	60	1.405	1.331	60	1.487	1.566	-0.778	0.225	-0.035
m24c115r2.htb	0.828	0.952	16	2.692	3.039	16	2.86	2.771	0.729	1.124	0.78
m24c115r2.htb	0.2	-0.007	60	1.323	1.001	60	0.742	0.613	-0.002	-0.197	0.184
m24c118r2.htb	0.993	0.856	16	0.182	2.731	16	2.166	1.883	-2.067	0.694	1.017
m24c118r2.htb	0.603	0.191	60	0.142	0.289	60	0.287	0.285	-1.039	-0.101	0.483
m24c119r2.htb	0.716	0.819	16	2.737	2.412	16	2.019	1.823	0.689	0.965	0.673
m24c119r2.htb	0.174	0.124	60	1.351	0.759	60	0.712	0.689	-0.029	0.147	0.1
m24c125r2.htb	0.364	0.761	16	5.142	3.636	16	2.684	2.208	-0.408	0.609	0.912
m24c125r2.htb	0.026	0.154	60	1.36	1.018	60	1.331	1.488	-0.118	0.16	0.149
m18c101r2.htb	0.714	0.876	16	2.719	3.094	16	2.926	2.842	1.232	0.706	1.047
m18c101r2.htb	0.142	0.212	90	1.213	0.69	90	1.017	1.18	0.672	0.123	0.3
m18c117r3.htb	0.48	0.946	16	1.864	2.014	16	2.889	3.326	-0.023	0.806	1.087
m18c117r3.htb	0.089	0.171	90	0.802	0.815	90	0.605	0.501	-0.04	0.197	0.145
m18c119r3.htb	0.049	0.848	16	1.53	2.708	16	1.441	0.808	2.388	0.897	0.799
m18c119r3.htb	0.016	0.163	90	0.881	1.251	90	1.072	0.983	1.867	0.127	0.199
m18c121r2.htb	0.429	0.883	16	2.224	2.433	16	1.997	1.779	0.939	0.849	0.916
m18c121r2.htb	0.088	0.168	90	1.011	0.756	90	0.712	0.69	0.141	0.111	0.224
m18c127r2.htb	0.569	0.935	16	1.779	1.945	16	2.834	3.278	-1.804	0.822	1.049
m18c127r2.htb	0.106	0.214	90	0.767	1.266	90	0.94	0.777	-0.985	0.034	0.393
m24c134r2.htb	0.874	0.805	16	1.511	3.755	16	2.739	2.231	-0.063	0.83	0.78
m24c134r2.htb	0.301	0.12	60	0.886	0.816	60	0.548	0.413	-0.109	0.025	0.215
m24c134r2.htb	0.988	0.767	16	0.482	4.215	16	2.872	2.201	-0.626	0.761	0.773
m24c134r2.htb	0.836	0.14	60	0.444	0.935	60	0.712	0.6	-0.23	0.065	0.216
m24c133r3.htb	0.561	0.839	16	1.851	2.044	16	1.953	1.908	-0.055	0.957	0.721
m24c133r3.htb	0.323	0.027	60	1.405	1.84	60	1.649	1.553	-0.501	-0.083	0.137
m24c158r2.htb	0.283	0.604	16	4.169	2.597	16	2.045	1.769	0.581	0.715	0.493
m24c158r2.htb	0.044	0.125	60	1.64	1.238	60	0.847	0.651	-0.412	0.08	0.169
m24c158r2.htb	0.394	0.747	16	3.924	2.573	16	2.35	2.238	0.289	0.843	0.651
m24c158r2.htb	0.045	0.124	60	1.333	1.285	60	0.839	0.616	-0.369	0.076	0.171
m24c158r2.htb	0.283	0.604	16	4.169	2.597	16	2.045	1.769	0.581	0.715	0.493
m24c158r2.htb	0.044	0.125	60	1.64	1.238	60	0.847	0.651	-0.412	0.08	0.169
m24c158r2.htb	0.283	0.604	16	4.169	2.597	16	2.045	1.769	0.581	0.715	0.493
m24c158r2.htb	0.044	0.125	60	1.64	1.238	60	0.847	0.651	-0.412	0.08	0.169
m24c155r2.htb	0.48	0.812	16	2.192	2.852	16	2.9	2.924	-0.347	0.721	0.902
m24c155r2.htb	0.082	0.034	60	0.907	0.788	60	1.076	1.22	-0.452	-0.052	0.12
m24c155r2.htb	0.501	0.766	16	2.112	2.914	16	3.18	3.313	-0.224	0.698	0.834
m24c155r2.htb	0.095	0.015	60	0.921	0.737	60	1.103	1.287	-0.58	-0.105	0.135
m24c154r2.htb	0.688	0.865	16	2.238	3.241	16	3.219	3.208	0.269	0.725	1.004
m24c154r2.htb	0.295	0.027	60	1.466	1.075	60	1.091	1.1	0.106	-0.117	0.171
m24c153r2.htb	0.341	0.721	16	1.64	0.73	16	1.987	2.615	-0.524	0.872	0.57
m24c153r2.htb	0.135	0.219	60	1.032	0.948	60	0.465	0.223	-0.327	0.207	0.231
m24c144r2.htb	0.999	0.88	16	0.126	1.673	16	1.534	1.465	-1.219	0.8	0.96
m24c144r2.htb	0.994	0.152	60	0.126	0.949	60	0.909	0.889	0.046	0.138	0.165
m24c140r2.htb	0.321	0.798	16	2.284	2.895	16	1.958	1.49	0.62	0.924	0.673
m24c140r2.htb	0.047	0.137	60	0.874	0.96	60	0.79	0.705	-0.066	0.08	0.193
m24c138r2.htb	0.859	1.037	16	1.909	4.081	16	2.783	2.135	1.414	1.412	0.662
m24c138r2.htb	0.963	0.161	60	2.021	0.98	60	0.527	0.3	-0.905	-0.097	0.419
m24c134r2.htb	0.988	0.767	16	0.482	4.215	16	2.872	2.201	-0.626	0.761	0.773
m24c134r2.htb	0.836	0.14	60	0.444	0.935	60	0.712	0.6	-0.23	0.065	0.216
m24c134r2.htb	0.851	0.823	16	1.629	3.723	16	2.799	2.337	-0.551	0.801	0.845
m24c134r2.htb	0.238	0.138	60	0.861	0.874	60	0.681	0.584	-0.188	0.049	0.226
m24c133r3.htb	0.561	0.839	16	1.851	2.044	16	1.953	1.908	-0.055	0.957	0.721
m24c133r3.htb	0.323	0.027	60	1.405	1.84	60	1.649	1.553	-0.501	-0.083	0.137
m24c129r2.htb	0.301	0.861	16	1.784	1.904	16	2.677	3.064	0.033	0.984	0.737
m24c129r2.htb	0.115	0.023	60	1.104	1.277	60	1.105	1.018	-0.227	-0.12	0.166
m24c127r2.htb	0.428	0.628	16	3.241	3.059	16	3.466	3.669	-0.586	0.714	0.543
m24c127r2.htb	0.06	0.177	60	1.218	0.974	60	1.223	1.347	0.097	0.288	0.067
m24c125r2.htb	0.968	0.884	16	1.977	3.107	16	2.641	2.408	2.088	0.878	0.891
m24c125r2.htb	0.265	-0.098	60	1.035	1.495	60	0.943	0.667	0.251	-0.298	0.103
m24c125r2.htb	0.364	0.761	16	5.142	3.636	16	2.684	2.208	-0.408	0.609	0.912
m24c125r2.htb	0.026	0.154	60	1.36	1.018	60	1.331	1.488	-0.118	0.16	0.149
m24c119r2.htb	0.716	0.819	16	2.737	2.412	16	2.019	1.823	0.689	0.965	0.673
m24c119r2.htb	0.174	0.124	60	1.351	0.759	60	0.712	0.689	-0.029	0.147	0.1
m24c38r2.htb	0.806	0.773	16	3.547	2.907	16	2.653	2.526	-1.865	0.763	0.784
m24c38r2.htb	0.205	0.016	60	1.787	1.082	60	1.197	1.254	0.676	0.1	-0.068
m24c118r2.htb	0.993	0.856	16	0.182	2.731	16	2.166	1.883	-2.067	0.694	1.017
m24c118r2.htb	0.603	0.191	60	0.142	0.289	60	0.287	0.285	-1.039	-0.101	0.483
m24c115r2.htb	0.828	0.952	16	2.692	3.039	16	2.86	2.771	0.729	1.124	0.78
m24c115r2.htb	0.2	-0.007	60	1.323	1.001	60	0.742	0.613	-0.002	-0.197	0.184
m24c115r2.htb	0.828	0.952	16	2.692	3.039	16	2.86	2.771	0.729	1.124	0.78
m24c115r2.htb	0.208	-0.003	60	1.351	1.001	60	0.743	0.614	-0.002	-0.19	0.184
m24c112r2.htb	0.985	0.561	16	1.128	1.055	16	1.214	1.294	-0.55	0.659	0.463
m24c112r2.htb	0.056	-0.987	60	0.268	6.066	60	5.737	5.572	6.564	-0.362	-1.612
m24c111r2.htb	0.752	0.863	16	3.241	2.654	16	3.161	3.414	-1.761	0.67	1.055
m24c111r2.htb	0.096	0.124	60	1.16	1.115	60	1.424	1.579	-0.258	0.241	0.008
m24c111r2.htb	0.752	0.863	16	3.241	2.654	16	3.161	3.414	-1.761	0.67	1.055
m24c111r2.htb	0.096	0.124	60	1.16	1.115	60	1.424	1.579	-0.258	0.241	0.008
m24c111r2.htb	0.752	0.863	16	3.241	2.654	16	3.161	3.414	-1.761	0.67	1.055
m24c111r2.htb	0.096	0.124	60	1.16	1.115	60	1.424	1.579	-0.258	0.241	0.008
m24c111r2.htb	0.752	0.863	16	3.241	2.654	16	3.161	3.414	-1.761	0.67	1.055
m24c111r2.htb	0.096	0.124	60	1.16	1.115	60	1.424	1.579	-0.258	0.241	0.008
m24c111r2.htb	0.748	0.738	16	2.634	2.65	16	2.734	2.776	-1.767	0.572	0.905
m24c111r2.htb	0.214	0.095	60	1.408	1.331	60	1.487	1.566	-0.778	0.225	-0.035
m24c110r2.htb	0.682	0.576	16	2.74	1.267	16	2.204	2.672	-0.246	0.569	0.582
m24c110r2.htb	0.286	0.189	60	1.775	0.963	60	1.185	1.296	-0.25	0.135	0.243
m24c106r2.htb	0.51	0.663	16	4.552	1.133	16	1.729	2.027	0.783	0.649	0.678
m24c106r2.htb	0.061	-1.179	60	1.573	0.951	60	3.08	4.144	0.048	-2.632	0.275
m24c105r2.htb	0.413	0.76	16	5.943	2.453	16	1.948	1.695	1.25	0.795	0.724
m24c105r2.htb	0.007	0.139	60	0.795	1.097	60	1.145	1.17	1.073	0.382	-0.103
m24c105r2.htb	0.413	0.76	16	5.943	2.453	16	1.948	1.695	1.25	0.795	0.724
m24c105r2.htb	0.007	0.139	60	0.795	1.097	60	1.145	1.17	1.073	0.382	-0.103
m24c103r2.htb	0.207	0.78	16	2.66	3.513	16	2.409	1.857	-0.72	0.661	0.898
m24c103r2.htb	0.034	0.063	60	1.074	0.63	60	1.077	1.3	-0.367	-0.07	0.197
m24c103r2.htb	0.207	0.78	16	2.66	3.513	16	2.409	1.857	-0.72	0.661	0.898
m24c103r2.htb	0.034	0.063	60	1.074	0.63	60	1.077	1.3	-0.367	-0.07	0.197
m24c103r2.htb	0.945	0.852	16	1.276	1.833	16	1.649	1.557	0.846	0.907	0.798
m24c103r2.htb	0.052	0.069	60	0.299	0.281	60	0.952	1.288	0.19	0.12	0.019
m24c164r1.htb	0.004	0.666	16	0.111	1.494	16	2.041	2.314	-0.722	0.669	0.664
m24c164r1.htb	0.303	1.672	60	0.92	0.312	60	3.972	5.802	-0.125	0.503	2.841
m24c160r2.htb	0.516	0.67	16	2.455	3.497	16	2.837	2.508	0.025	0.776	0.563
m24c160r2.htb	0.133	0.039	60	1.246	1.037	60	1.488	1.713	0.155	0.034	0.044
m24c166r2.htb	0.439	0.928	16	3.432	3.416	16	3.268	3.195	-0.604	0.879	0.977
m24c166r2.htb	0.021	0.143	60	0.758	1.33	60	0.605	0.243	-0.452	0.074	0.213
m24c166r2.htb	0.458	0.787	16	4.097	4.317	16	2.462	1.534	1.031	0.697	0.876
m24c166r2.htb	0.627	2.113	60	4.795	0.32	60	4.911	7.207	0.003	0.131	4.096
m24c166r2.htb	0.458	0.787	16	4.097	4.317	16	2.462	1.534	1.031	0.697	0.876
m24c166r2.htb	0.627	2.113	60	4.795	0.32	60	4.911	7.207	0.003	0.131	4.096
m24c166r2.htb	0.458	0.787	16	4.097	4.317	16	2.462	1.534	1.031	0.697	0.876
m24c166r2.htb	0.627	2.113	60	4.795	0.32	60	4.911	7.207	0.003	0.131	4.096
m24c18r2.htb	0.993	0.719	15	0.689	3.447	15	2.617	2.201	-2.253	0.717	0.721
m24c18r2.htb	0.939	0.195	60	0.67	0.65	60	1.243	1.54	0.675	0.411	-0.02
m24c18r2.htb	0.993	0.719	15	0.689	3.447	15	2.617	2.201	-2.253	0.717	0.721
m24c18r2.htb	0.939	0.195	60	0.67	0.65	60	1.243	1.54	0.675	0.411	-0.02
m24c36r2.htb	0.781	0.925	18	2.286	4.287	18	3.415	2.979	-2.398	0.662	1.188
m24c36r2.htb	0.256	0.068	60	1.309	1.147	60	1.341	1.438	-0.141	-0.22	0.355
m24c36r2.htb	0.903	0.978	18	2.114	5.847	18	3.856	2.86	-3.433	0.45	1.507
m24c36r2.htb	0.203	0.069	60	1.001	1.237	60	1.352	1.41	-0.054	-0.18	0.317
m24c37r2.htb	0.626	0.718	18	2.533	2.847	18	2.482	2.299	-0.739	0.724	0.712
m24c37r2.htb	0.08	0.083	60	0.908	0.646	60	0.906	1.035	0.414	0.008	0.157
m24c37r2.htb	0.641	0.703	18	2.604	2.895	18	2.569	2.405	-0.631	0.749	0.657
m24c37r2.htb	0.085	0.09	60	0.947	0.63	60	0.906	1.045	0.471	0.022	0.158
m24c37r2.htb	0.609	0.725	18	2.595	2.787	18	2.637	2.561	-0.923	0.781	0.669
m24c37r2.htb	0.091	0.089	60	1.002	0.644	60	0.924	1.065	0.417	0.053	0.126
m24c37r2.htb	0.626	0.718	18	2.533	2.847	18	2.482	2.299	-0.739	0.724	0.712
m24c37r2.htb	0.08	0.083	60	0.908	0.646	60	0.906	1.035	0.414	0.008	0.157
m24c37r2.htb	0.609	0.725	18	2.595	2.787	18	2.637	2.561	-0.923	0.781	0.669
m24c37r2.htb	0.091	0.089	60	1.002	0.644	60	0.924	1.065	0.417	0.053	0.126
m24c37r2.htb	0.626	0.718	18	2.533	2.847	18	2.482	2.299	-0.739	0.724	0.712
m24c37r2.htb	0.08	0.083	60	0.908	0.646	60	0.906	1.035	0.414	0.008	0.157
m24c37r2.htb	0.526	0.744	18	2.395	2.515	18	2.485	2.47	-1.154	0.757	0.73
m24c37r2.htb	0.092	0.104	60	1.004	0.582	60	0.862	1.002	0.309	0.083	0.126
m24c37r2.htb	0.609	0.725	18	2.595	2.787	18	2.637	2.561	-0.923	0.781	0.669
m24c37r2.htb	0.091	0.089	60	1.002	0.644	60	0.924	1.065	0.417	0.053	0.126
m24c37r2.htb	0.509	0.75	18	2.398	2.454	18	2.635	2.726	-1.421	0.764	0.735
m24c37r2.htb	0.077	0.164	60	0.935	0.626	60	0.652	0.665	0.31	0.224	0.103
