FILE	 Wves_predicted	 Wves_actual	 coherence	 thresh_predicted	 thresh_actual_d0	 coherence	 thresh_actual_all	 thresh_actual_pm	 bias_delta0	 Wves_actual_minus	 Wves_actual_plus
m18c597r2.htb6	0.089	-0.119	60.000	13.633	17.571	60.000	14.984	13.690	1.400	0.153	-0.390	
m18c600r3.htb1	0.965	-2.637	16.000	56.231	300.000	16.000	226.655	189.982	-91.090	-26.181	20.907	
m18c600r3.htb1	0.034	0.751	60.000	10.583	12.112	60.000	16.558	18.781	0.635	-0.180	1.682	
m18c600r3.htb1	0.969	1.439	16.000	52.974	40.483	16.000	47.831	51.504	-0.010	0.840	2.037	
m18c600r3.htb1	0.009	0.378	60.000	5.220	9.601	60.000	16.561	20.041	-0.839	-0.660	1.416	
m18c600r3.htb1	0.596	-1.347	16.000	74.852	30.567	16.000	210.189	300.000	-5.567	-5.343	2.648	
m18c600r3.htb1	0.025	0.530	60.000	15.467	11.870	60.000	17.432	20.213	1.838	0.329	0.731	
m18c605r4.htb1	0.019	0.177	16.000	5.846	7.233	16.000	7.387	7.464	0.553	0.264	0.091	
m18c605r4.htb1	0.003	0.094	60.000	2.358	1.721	60.000	1.873	1.949	0.747	0.194	-0.007	
m18c605r4.htb1	0.003	0.187	16.000	3.171	7.023	16.000	7.477	7.704	-0.750	0.464	-0.091	
m18c605r4.htb1	0.002	-0.002	60.000	2.259	1.612	60.000	1.703	1.748	0.673	0.023	-0.027	
m18c630r3.htb1	0.279	0.403	16.000	9.070	10.295	16.000	8.962	8.296	1.389	0.586	0.221	
m18c630r3.htb1	0.109	-0.058	60.000	5.652	5.798	60.000	5.884	5.927	1.953	-0.051	-0.066	
m18c637r3.htb1	0.524	0.768	16.000	10.719	12.838	16.000	10.607	9.492	-1.500	0.761	0.774	
m18c637r3.htb1	0.250	0.013	60.000	7.407	11.320	60.000	10.162	9.583	-0.506	0.110	-0.084	
m18c636r4.htb1	0.002	-0.628	16.000	13.506	17.873	16.000	54.027	72.103	2.730	0.455	-1.712	
m18c636r4.htb1	0.043	0.786	60.000	61.852	300.000	60.000	129.167	43.751	-4.973	-1.277	2.848	
m18c635r3.htb1	0.096	-3.061	16.000	26.803	49.062	16.000	98.769	123.622	-7.913	4.154	-10.275	
m18c635r3.htb1	0.044	-0.317	60.000	18.143	31.479	60.000	34.398	35.858	-0.595	-1.301	0.667	
m18c645r3.htb1	0.079	0.673	16.000	26.417	14.686	16.000	21.170	24.412	-4.870	-0.022	1.369	
m18c645r3.htb1	0.026	0.253	60.000	15.047	12.067	60.000	9.978	8.933	3.849	0.021	0.486	
m18c643r4.htb1	0.908	0.635	16.000	13.785	12.037	16.000	10.971	10.439	0.394	0.715	0.555	
m18c643r4.htb1	0.265	0.511	60.000	7.449	7.404	60.000	7.740	7.908	1.296	0.677	0.345	
m18c642r3.htb1	0.461	7.168	16.000	31.732	108.475	16.000	145.993	164.752	9.479	1.588	12.748	
m18c642r3.htb1	0.976	-83.028	60.000	46.169	65.751	60.000	144.678	184.141	24.280	0.186	-166.241	
m18c642r3.htb1	0.461	7.168	16.000	31.732	108.475	16.000	145.993	164.752	9.479	1.588	12.748	
m18c642r3.htb1	0.976	-83.028	60.000	46.169	65.751	60.000	144.678	184.141	24.280	0.186	-166.241	
m18c643r5.htb1	0.952	0.634	16.000	15.143	16.869	16.000	14.577	13.431	1.261	0.891	0.376	
m18c643r5.htb1	0.357	0.428	60.000	9.279	12.103	60.000	11.962	11.892	1.026	0.622	0.235	
m18c641r2.htb1	0.342	0.368	16.000	20.007	19.852	16.000	58.672	78.082	-0.435	1.457	-0.721	
m18c641r2.htb1	0.226	-2.661	60.000	16.255	30.393	60.000	85.822	113.537	1.293	-5.978	0.657	
m18c646r3.htb1	0.099	-0.270	16.000	47.931	35.241	16.000	32.504	31.135	13.982	0.573	-1.112	
m18c646r3.htb1	0.022	-0.431	60.000	22.678	15.762	60.000	20.331	22.615	5.535	-2.210	1.349	
m18c647r3.htb7	0.547	2.878	16.000	201.961	136.743	16.000	169.056	185.213	-29.185	-2.732	8.487	
m18c647r3.htb7	0.404	-2.375	60.000	173.545	50.276	60.000	104.432	131.510	-17.783	-12.796	8.045	
m18c647r3.htb6	0.959	-5.893	16.000	60.926	226.241	16.000	225.580	225.249	45.652	5.952	-17.739	
m18c647r3.htb6	0.648	0.113	60.000	50.087	167.945	60.000	114.385	87.604	24.419	4.872	-4.647	
m18c647r3.htb5	0.189	-13.875	16.000	54.529	288.533	16.000	213.939	176.642	-22.095	-4.112	-23.638	
m18c647r3.htb5	0.784	0.458	60.000	111.083	300.000	60.000	145.457	68.186	2.005	2.767	-1.852	
m18c647r3.htb6	0.959	-5.893	16.000	60.926	226.241	16.000	225.580	225.249	45.652	5.952	-17.739	
m18c647r3.htb6	0.648	0.113	60.000	50.087	167.945	60.000	114.385	87.604	24.419	4.872	-4.647	
m18c656r3.htb1	0.567	0.784	16.000	17.550	11.739	16.000	14.993	16.620	-3.451	1.349	0.219	
m18c656r3.htb1	0.240	0.336	60.000	11.425	17.565	60.000	16.927	16.608	0.015	0.033	0.639	
m18c653r3.htb1	0.007	17.331	16.000	24.900	105.058	16.000	143.338	162.479	-1.136	32.501	2.161	
m18c653r3.htb1	0.001	-1.638	60.000	11.600	300.000	60.000	232.646	198.968	16.342	-6.523	3.246	
m24c36r2.htb6	0.021	0.750	18.000	31.775	270.463	18.000	130.348	60.290	15.158	4.585	-3.084	
m24c36r2.htb6	0.008	-3.233	60.000	19.178	126.856	60.000	110.229	101.916	28.050	-3.966	-2.500	
