FILE	         Coher	 repet	 Ve_P_u	 Vi_P_u	 co_P_u	 Ve_P_thr	 vi_P_th	 Co_P_thr	 Ve_N_u	 Vi_N_u	 co_N_u	 Ve_N_thr	 vi_N_th	 Co_N_thr	 Ves_CP	 Vis_CP	 Com_CP	 Ves_p	 Vis_p	 Com_p	 sign	 vesMax	 visMax	 coMax	
m2c162r2.htb 25.000 40.000 -0.645 0.491 0.081 1.382 1.306 0.879 0.705 4.197 1.492 16.476 19.976 38.932 0.581 0.529 0.535 0.045 0.532 0.386 0.000 0.000 0.000 0.007 -0.933 -0.820 -0.516 0.834 0.005 
m2c163r2.htb 25.000 39.000 0.029 -0.057 0.115 1.238 1.062 0.944 24.404 -6.613 3.140 235.532 99.142 28.995 0.470 0.533 0.554 0.480 0.486 0.258 0.000 0.000 0.552 0.050 0.230 0.667 0.720 0.093 0.813 
m2c168r3.htb 25.000 20.000 0.043 0.303 -0.072 1.277 1.289 0.821 21.760 -3.000 18.882 156.755 81.979 300.000 0.527 0.512 0.580 0.670 0.806 0.350 180.000 0.000 0.749 0.486 -0.125 0.268 -0.079 0.721 0.028 
m2c170r2.htb 25.000 20.000 0.034 -0.006 -0.262 1.069 1.240 1.006 -1.926 -1.635 -7.415 23.439 15.376 36.700 0.656 0.356 0.334 0.034 0.054 0.040 180.000 180.000 0.030 0.003 -0.716 0.857 0.554 -0.495 0.176 
m2c172r2.htb 25.000 28.000 -0.071 0.061 -0.339 0.767 1.262 1.012 2.283 1.634 6.635 17.170 12.295 31.637 0.499 0.337 0.531 0.934 0.016 0.534 180.000 0.000 0.001 0.000 0.897 -0.967 0.584 -0.927 0.000 
m2c174r2.htb 25.000 24.000 -0.123 0.149 -0.140 1.226 1.241 0.806 0.929 -0.133 0.260 9.587 7.385 3.712 0.568 0.615 0.707 0.220 0.060 0.000 0.000 0.000 0.000 0.000 -0.961 -0.955 -0.976 0.949 0.000 
m2c175r2.htb 25.000 24.000 -0.271 0.466 -0.139 0.954 1.191 1.076 -17.912 19.045 132.755 136.964 70.610 244.428 0.547 0.607 0.410 0.576 0.068 0.116 0.000 180.000 0.236 0.235 0.440 0.441 -0.193 -0.270 0.482 
m2c176r2.htb 25.000 22.000 0.038 1.147 -0.067 1.086 1.597 0.901 -1.901 2.464 8.502 38.088 34.310 47.782 0.512 0.548 0.576 0.904 0.544 0.262 0.000 0.000 0.133 0.024 0.541 0.737 0.382 0.856 0.003 
m2c177r2.htb 25.000 33.000 -0.262 0.703 -0.204 1.275 1.362 0.772 -64.480 2.640 -1.357 300.000 25.809 39.275 0.512 0.456 0.570 0.790 0.358 0.236 0.000 0.000 0.639 0.001 0.182 0.907 0.875 0.342 0.367 
m2c178r2.htb 25.000 30.000 -0.022 0.401 -0.239 1.110 1.407 0.927 4.891 1.757 1.477 79.575 27.474 12.671 0.597 0.519 0.452 0.049 0.732 0.352 180.000 180.000 0.163 0.045 0.508 -0.678 -0.980 -0.728 0.026 
m2c179r2.htb 25.000 33.000 0.249 -0.200 0.241 0.859 1.182 1.126 1.905 4.985 3.748 11.153 24.348 15.444 0.584 0.463 0.486 0.158 0.494 0.814 0.000 0.000 0.000 0.057 0.921 0.651 0.787 0.757 0.018 
m2c180r2.htb 25.000 21.000 0.511 1.367 0.442 1.433 1.365 0.554 8.716 -5.548 -1.780 38.506 300.000 18.297 0.505 0.536 0.431 1.018 0.676 0.512 0.000 180.000 0.054 0.921 -0.657 -0.039 0.687 -0.110 0.778 
m2c181r2.htb 25.000 52.000 0.168 0.297 0.012 0.893 1.475 1.035 0.487 -1.406 0.529 8.143 11.051 7.224 0.586 0.499 0.501 0.026 0.974 0.974 0.000 0.000 0.000 0.000 -0.993 -0.959 -0.991 0.953 0.000 
m2c182r2.htb 25.000 60.000 0.033 0.256 -0.033 1.026 1.375 0.935 -0.224 3.141 1.482 14.184 51.366 14.236 0.618 0.539 0.451 0.000 0.286 0.220 0.000 0.000 0.000 0.004 0.987 0.846 0.974 0.833 0.005 
m2c183r2.htb 25.000 30.000 0.194 -0.084 -0.099 0.899 1.180 0.930 1.231 2.340 1.636 11.614 37.695 11.465 0.567 0.554 0.534 0.290 0.282 0.616 0.000 0.000 0.003 0.048 -0.865 -0.670 -0.869 0.728 0.026 
m2c184r2.htb 25.000 37.000 0.002 0.526 -0.043 1.332 1.808 0.955 -1.188 -5.817 1.909 6.132 31.094 13.311 0.592 0.500 0.564 0.040 0.946 0.134 180.000 0.000 0.000 0.188 -0.993 0.483 -0.949 -0.496 0.174 
m2c185r2.htb 28.000 40.000 -0.001 -0.027 -0.222 1.298 1.056 0.720 0.576 0.475 0.237 3.112 6.601 3.141 0.749 0.523 0.605 0.000 0.638 0.046 0.000 0.000 0.000 0.000 0.961 0.958 0.978 0.985 0.000 
m2c186r2.htb 26.000 30.000 -0.222 0.041 -0.305 1.430 1.167 0.960 -16.873 1.266 10.697 154.723 29.921 53.297 0.413 0.457 0.529 0.102 0.398 0.594 180.000 180.000 0.457 0.012 0.285 -0.788 -0.530 0.210 0.588 
m2c187r2.htb 26.000 33.000 0.424 -0.107 -0.046 1.000 1.230 0.687 9.808 2.363 -3.430 80.651 48.909 33.930 0.560 0.464 0.496 0.204 0.416 0.958 0.000 0.000 0.438 0.001 0.297 0.893 0.859 0.327 0.390 
