FILE	 azimuth	 stim_type	 delta	 coherence	 bias	 bias_lower	 bias_upper	 thresh	 thresh_lower	 thresh_upper	 num_reps	 norm_rev	 CP_zero	 p_zero	 CP_all	 p_all	
m24c216r1.htb1	90.000	3.000	4.000	60.000	13.721	-1342.632	250098.673	300.000	-833445.925	-16.205	11.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m24c218r3.htb1	90.000	1.000	0.000	16.000	1.377	-31238.045	7776.221	37.995	10.766	409541.182	10.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m24c218r3.htb1	90.000	2.000	0.000	16.000	33.689	-17.928	405183.845	186.375	16.089	1191563.518	10.000	AllTrials	0.520	1.004	0.469	0.772	
m24c218r3.htb1	90.000	2.000	0.000	60.000	-1.583	-133177.189	23056.925	63.619	13.589	844843.617	10.000	AllTrials	0.375	0.492	0.404	0.366	
m24c218r3.htb1	90.000	3.000	-4.000	16.000	5.974	-34.908	51917.259	37.545	11.994	730467.900	10.000	AllTrials	 NaN	 NaN	0.521	0.844	
m24c218r3.htb1	90.000	3.000	-4.000	60.000	-0.002	-28365.673	163.928	28.476	10.342	339601.479	10.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m24c218r3.htb1	90.000	3.000	0.000	16.000	7.678	-3.084	91062.475	35.199	10.698	583972.910	10.000	AllTrials	0.190	0.164	0.262	0.110	
m24c218r3.htb1	90.000	3.000	0.000	60.000	5.566	-12166.538	130789.461	66.038	12.936	632779.921	10.000	AllTrials	0.600	0.536	0.385	0.432	
m24c218r3.htb1	90.000	3.000	4.000	16.000	13.992	1.040	256357.748	41.335	11.323	581789.437	10.000	AllTrials	0.375	0.486	0.357	0.340	
m24c218r3.htb1	90.000	3.000	4.000	60.000	6.397	-0.919	147014.930	24.270	9.355	249884.929	10.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m18c571r3.htb1	90.000	1.000	0.000	16.000	1.151	-1.765	6.994	11.274	6.463	29.360	13.000	AllTrials	0.262	0.192	0.618	0.194	
m18c571r3.htb1	90.000	2.000	0.000	16.000	30.845	3.360	365140.427	110.880	14.343	789649.256	13.000	AllTrials	0.486	0.990	0.545	0.666	
m18c571r3.htb1	90.000	2.000	0.000	60.000	134.125	7.048	460085.805	300.000	-1013143.835	-19.872	13.000	AllTrials	 NaN	 NaN	0.235	0.098	
m18c571r3.htb1	90.000	3.000	-4.000	16.000	-13.337	-93877.503	-5.165	23.537	10.276	171749.776	13.000	AllTrials	0.879	0.062	0.768	0.008	
m18c571r3.htb1	90.000	3.000	-4.000	60.000	-23.679	-280651.922	-2.894	74.119	16.455	781706.418	13.000	AllTrials	0.500	0.926	0.500	0.926	
m18c571r3.htb1	90.000	3.000	0.000	16.000	-6.693	-31905.106	0.699	28.681	11.476	183186.576	13.000	AllTrials	0.667	0.378	0.523	0.892	
m18c571r3.htb1	90.000	3.000	0.000	60.000	-5.653	-3259.347	1.516	26.466	11.084	113298.265	13.000	AllTrials	 NaN	 NaN	0.533	0.932	
m18c571r3.htb1	90.000	3.000	4.000	16.000	-12.205	-179669.613	261.535	75.635	16.331	719059.124	13.000	AllTrials	0.321	0.316	0.503	1.018	
m18c571r3.htb1	90.000	3.000	4.000	60.000	13.901	-9627.163	256929.136	300.000	19.384	971259.376	13.000	AllTrials	 NaN	 NaN	0.512	0.944	
m18c571r3.htb1	90.000	1.000	0.000	16.000	2.918	-0.628	76.213	9.869	4.361	160.577	6.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m18c571r3.htb1	90.000	2.000	0.000	16.000	5.644	-2.934	92924.755	22.624	7.661	752793.022	6.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m18c571r3.htb1	90.000	2.000	0.000	60.000	-19.651	-989538.215	-6.145	25.297	7.895	1355696.023	6.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m18c571r3.htb1	90.000	3.000	-4.000	16.000	-6.882	-37224.797	-2.169	12.656	6.268	139693.802	6.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m18c571r3.htb1	90.000	3.000	-4.000	60.000	-45.573	-2234315.479	-9.538	48.137	8.593	2116305.158	6.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m18c571r3.htb1	90.000	3.000	0.000	16.000	-3.729	-8883.613	7.342	18.865	6.925	463472.687	6.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m18c571r3.htb1	90.000	3.000	0.000	60.000	-13.619	-584333.687	-3.430	25.313	8.149	1203723.379	6.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m18c571r3.htb1	90.000	3.000	4.000	16.000	-20.302	-694380.881	21.172	89.353	10.769	1573370.316	6.000	AllTrials	0.444	0.716	0.389	0.504	
m18c571r3.htb1	90.000	3.000	4.000	60.000	-26.611	-700251.676	-1.879	63.188	10.480	1212844.458	6.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m18c571r3.htb1	90.000	1.000	0.000	16.000	3.320	-0.157	19.518	11.706	5.777	45.812	10.000	AllTrials	0.357	0.562	0.683	0.090	
m18c571r3.htb1	90.000	2.000	0.000	16.000	26.794	-1.835	338102.337	104.614	14.189	1102859.188	10.000	AllTrials	0.429	0.650	0.536	0.770	
m18c571r3.htb1	90.000	2.000	0.000	60.000	343.162	12.453	1300831.209	300.000	-1525003.124	-16.958	10.000	AllTrials	 NaN	 NaN	0.220	0.144	
m18c571r3.htb1	90.000	3.000	-4.000	16.000	-7.883	-45297.443	-2.206	18.605	9.076	110763.482	10.000	AllTrials	 NaN	 NaN	0.875	0.052	
m18c571r3.htb1	90.000	3.000	-4.000	60.000	-135.161	-976821.533	-9.084	236.732	15.428	1135982.540	10.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m18c571r3.htb1	90.000	3.000	0.000	16.000	-2.813	-81772.508	21142.343	56.542	12.928	911429.477	10.000	AllTrials	 NaN	 NaN	0.458	0.818	
m18c571r3.htb1	90.000	3.000	0.000	60.000	-9.368	-89897.976	-1.489	25.430	9.752	411001.134	10.000	AllTrials	 NaN	 NaN	0.250	0.108	
m18c571r3.htb1	90.000	3.000	4.000	16.000	3.248	-2012.213	189524.332	49.435	11.832	744806.767	10.000	AllTrials	0.438	0.764	0.500	0.940	
m18c571r3.htb1	90.000	3.000	4.000	60.000	-37.413	-341293.132	3055.413	300.000	14.703	799906.321	10.000	AllTrials	 NaN	 NaN	0.354	0.414	
m18c575r2.htb1	90.000	1.000	0.000	16.000	-2.443	-42272.239	702.849	40.667	13.487	354195.281	13.000	AllTrials	0.679	0.292	0.628	0.208	
m18c575r2.htb1	90.000	2.000	0.000	16.000	10.620	-13.666	163893.760	72.753	15.290	827202.382	13.000	AllTrials	0.175	0.058	0.430	0.470	
m18c575r2.htb1	90.000	2.000	0.000	60.000	3.212	-13547.256	66587.733	60.451	13.913	671548.290	13.000	AllTrials	0.378	0.412	0.378	0.412	
m18c575r2.htb1	90.000	3.000	-4.000	16.000	-2.567	-97389.212	121.395	46.245	13.916	536094.455	13.000	AllTrials	0.425	0.618	0.448	0.568	
m18c575r2.htb1	90.000	3.000	-4.000	60.000	0.244	-4741.588	51.387	28.208	11.052	142272.748	13.000	AllTrials	 NaN	 NaN	0.352	0.422	
m18c575r2.htb1	90.000	3.000	0.000	16.000	8.489	-2659.538	139005.413	84.746	15.502	722314.647	13.000	AllTrials	0.764	0.192	0.521	0.794	
m18c575r2.htb1	90.000	3.000	0.000	60.000	-0.723	-31262.518	10.321	26.739	11.463	220452.516	13.000	AllTrials	0.636	0.480	0.523	0.916	
m18c575r2.htb1	90.000	3.000	4.000	16.000	-32.341	-248852.469	89.097	300.000	-754762.287	-17.989	13.000	AllTrials	0.400	0.580	0.531	0.688	
m18c575r2.htb1	90.000	3.000	4.000	60.000	0.173	-41994.732	34767.034	59.850	15.446	694451.919	13.000	AllTrials	0.542	0.768	0.571	0.476	
m18c575r2.htb1	90.000	1.000	0.000	16.000	-2.836	-36146.483	5.826	28.105	11.675	182036.677	13.000	AllTrials	0.760	0.144	0.563	0.528	
m18c575r2.htb1	90.000	2.000	0.000	16.000	2.225	-40016.999	110343.638	300.000	-877547.264	-17.179	13.000	AllTrials	0.425	0.614	0.524	0.790	
m18c575r2.htb1	90.000	2.000	0.000	60.000	-11.132	-210996.975	14.178	59.389	14.827	646720.872	13.000	AllTrials	0.561	0.644	0.561	0.644	
m18c575r2.htb1	90.000	3.000	-4.000	16.000	-0.988	-27930.464	46.031	32.228	12.272	297140.191	13.000	AllTrials	0.500	0.928	0.462	0.682	
m18c575r2.htb1	90.000	3.000	-4.000	60.000	2.510	-8702.878	43290.065	44.609	13.653	541742.225	13.000	AllTrials	 NaN	 NaN	0.284	0.248	
m18c575r2.htb1	90.000	3.000	0.000	16.000	4.148	-13446.896	98820.840	84.555	16.190	815806.948	13.000	AllTrials	0.833	0.086	0.582	0.410	
m18c575r2.htb1	90.000	3.000	0.000	60.000	-0.723	-16935.563	11.692	26.739	11.419	166226.847	13.000	AllTrials	0.652	0.484	0.494	0.928	
m18c575r2.htb1	90.000	3.000	4.000	16.000	-32.740	-263460.633	5.527	300.000	-1081933.184	-18.877	13.000	AllTrials	0.412	0.692	0.529	0.736	
m18c575r2.htb1	90.000	3.000	4.000	60.000	1.758	-2333.704	2004.905	30.871	12.188	193132.438	13.000	AllTrials	0.569	0.728	0.615	0.312	
m18c575r2.htb1	90.000	1.000	0.000	16.000	-0.964	-9531.242	29.016	27.553	11.644	226591.263	13.000	AllTrials	0.677	0.256	0.538	0.682	
m18c575r2.htb1	90.000	2.000	0.000	16.000	2.225	-45550.002	104925.693	300.000	-933352.186	-17.297	13.000	AllTrials	0.363	0.458	0.483	0.870	
m18c575r2.htb1	90.000	2.000	0.000	60.000	68.203	-13.259	320046.580	300.000	-1069401.089	-19.173	13.000	AllTrials	0.582	0.648	0.582	0.648	
m18c575r2.htb1	90.000	3.000	-4.000	16.000	-2.965	-87944.003	12.303	35.463	12.916	378638.182	13.000	AllTrials	0.475	0.870	0.423	0.410	
m18c575r2.htb1	90.000	3.000	-4.000	60.000	7.035	-12.964	105234.962	42.270	12.717	362249.872	13.000	AllTrials	 NaN	 NaN	0.261	0.198	
m18c575r2.htb1	90.000	3.000	0.000	16.000	19.604	-722.310	330454.357	300.000	17.503	916772.938	13.000	AllTrials	0.778	0.168	0.523	0.836	
m18c575r2.htb1	90.000	3.000	0.000	60.000	2.141	-16.426	33.050	25.337	11.261	154758.082	13.000	AllTrials	0.742	0.232	0.651	0.184	
m18c575r2.htb1	90.000	3.000	4.000	16.000	-7.573	-146341.190	11324.287	300.000	-842120.519	-16.731	13.000	AllTrials	0.450	0.850	0.501	0.924	
m18c575r2.htb1	90.000	3.000	4.000	60.000	10.436	-344.026	132515.406	76.743	16.391	797592.006	13.000	AllTrials	0.653	0.434	0.607	0.326	
m18c575r2.htb1	90.000	1.000	0.000	16.000	-4.932	-49766.194	52.811	42.206	13.833	365488.748	13.000	AllTrials	0.563	0.630	0.583	0.398	
m18c575r2.htb1	90.000	2.000	0.000	16.000	7.543	-27.338	107310.717	51.148	13.495	499008.868	13.000	AllTrials	0.250	0.154	0.447	0.596	
m18c575r2.htb1	90.000	2.000	0.000	60.000	2.253	-2456.704	41498.674	41.786	13.363	416707.743	13.000	AllTrials	0.398	0.532	0.398	0.532	
m18c575r2.htb1	90.000	3.000	-4.000	16.000	-3.815	-91221.184	9.584	34.434	12.257	387173.986	13.000	AllTrials	0.450	0.748	0.442	0.562	
m18c575r2.htb1	90.000	3.000	-4.000	60.000	0.500	-20225.156	45.058	31.124	11.022	232519.562	13.000	AllTrials	 NaN	 NaN	0.330	0.318	
m18c575r2.htb1	90.000	3.000	0.000	16.000	4.148	-18558.319	88687.347	84.555	15.972	720423.004	13.000	AllTrials	0.806	0.140	0.506	0.934	
m18c575r2.htb1	90.000	3.000	0.000	60.000	-0.723	-8460.698	12.536	26.739	10.463	140774.172	13.000	AllTrials	0.652	0.452	0.534	0.764	
m18c575r2.htb1	90.000	3.000	4.000	16.000	-32.341	-246339.048	172.176	300.000	-785929.667	-17.554	13.000	AllTrials	0.425	0.732	0.554	0.532	
m18c575r2.htb1	90.000	3.000	4.000	60.000	2.293	-58058.538	78711.581	119.375	17.325	830978.526	13.000	AllTrials	0.597	0.588	0.571	0.552	
m24c221r3.htb1	90.000	1.000	0.000	16.000	10.659	1.382	242396.240	31.778	9.829	675408.082	8.000	AllTrials	 NaN	 NaN	0.294	0.170	
m24c221r3.htb1	90.000	2.000	0.000	16.000	-0.974	-242152.179	22804.197	76.331	13.642	1230287.022	8.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m24c221r3.htb1	90.000	2.000	0.000	60.000	13.198	-5272.489	365637.537	92.471	12.549	1190170.755	8.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c221r3.htb1	90.000	3.000	-4.000	16.000	-3.622	-197785.385	45555.820	108.057	12.999	1241832.539	8.000	AllTrials	 NaN	 NaN	0.436	0.738	
m24c221r3.htb1	90.000	3.000	-4.000	60.000	-15.753	-430754.439	62.376	91.887	13.643	1298412.188	8.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m24c221r3.htb1	90.000	3.000	0.000	16.000	8.406	-27.134	304339.577	49.626	10.968	732496.907	8.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c221r3.htb1	90.000	3.000	0.000	60.000	30.020	-1386.553	564945.386	207.584	13.410	1332421.788	8.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c221r3.htb1	90.000	3.000	4.000	16.000	-0.673	-81730.351	57741.733	58.722	12.279	902507.693	8.000	AllTrials	 NaN	 NaN	0.525	0.906	
m24c221r3.htb1	90.000	3.000	4.000	60.000	7.971	0.158	85902.987	25.336	8.596	348877.364	8.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m18c576r2.htb1	90.000	1.000	0.000	16.000	-4.177	-29.178	1.108	17.225	8.567	932.435	11.000	AllTrials	0.167	0.056	0.410	0.316	
m18c576r2.htb1	90.000	2.000	0.000	16.000	1.846	-41984.288	53658.174	62.212	13.084	605263.158	11.000	AllTrials	0.479	0.912	 NaN	0.000	
m18c576r2.htb1	90.000	2.000	0.000	60.000	4.614	-7720.290	71953.641	48.811	13.216	536869.469	11.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m18c576r2.htb1	90.000	3.000	-4.000	16.000	0.326	-18.629	7270.436	24.270	10.368	127880.046	11.000	AllTrials	0.633	0.474	0.633	0.474	
m18c576r2.htb1	90.000	3.000	-4.000	60.000	-5.485	-159896.443	29.731	47.648	13.768	772561.547	11.000	AllTrials	0.339	0.364	0.339	0.364	
m18c576r2.htb1	90.000	3.000	0.000	16.000	3.110	-0.809	11.072	13.426	7.102	59.320	11.000	AllTrials	0.483	0.916	0.598	0.450	
m18c576r2.htb1	90.000	3.000	0.000	60.000	2.759	-38.061	55859.682	32.866	11.172	406861.629	11.000	AllTrials	0.633	0.566	0.654	0.266	
m18c576r2.htb1	90.000	3.000	4.000	16.000	2.586	-1.213	17.278	12.761	6.450	44.892	11.000	AllTrials	 NaN	 NaN	0.571	0.648	
m18c576r2.htb1	90.000	3.000	4.000	60.000	-0.918	-17678.842	29835.373	39.252	12.638	550422.817	11.000	AllTrials	 NaN	 NaN	0.786	0.106	
m18c577r3.htb1	90.000	1.000	0.000	16.000	-5.243	-37087.574	-0.365	19.995	10.077	53446.979	13.000	AllTrials	0.512	0.896	0.321	0.130	
m18c577r3.htb1	90.000	2.000	0.000	16.000	-2.162	-22.301	10.360	21.713	9.815	13274.802	13.000	AllTrials	0.345	0.366	0.444	0.624	
m18c577r3.htb1	90.000	2.000	0.000	60.000	-0.617	-3.676	1.317	7.824	5.138	21.509	13.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m18c577r3.htb1	90.000	3.000	-4.000	16.000	-0.096	-10.665	3.676	15.116	8.394	86.448	13.000	AllTrials	 NaN	 NaN	0.389	0.570	
m18c577r3.htb1	90.000	3.000	-4.000	60.000	-0.600	-6.966	2.648	13.094	7.570	47.029	13.000	AllTrials	0.367	0.564	0.372	0.316	
m18c577r3.htb1	90.000	3.000	0.000	16.000	1.367	-2.667	13.417	15.287	8.040	60.141	13.000	AllTrials	0.736	0.198	0.411	0.356	
m18c577r3.htb1	90.000	3.000	0.000	60.000	2.353	-2.228	35.048	16.651	8.706	154.151	13.000	AllTrials	0.479	0.902	0.339	0.178	
m18c577r3.htb1	90.000	3.000	4.000	16.000	4.313	1.045	20.990	12.291	6.426	40.160	13.000	AllTrials	0.333	0.378	0.503	0.998	
m18c577r3.htb1	90.000	3.000	4.000	60.000	2.131	-1.260	12.460	13.086	7.055	44.817	13.000	AllTrials	 NaN	 NaN	0.260	0.152	
m18c579r3.htb1	90.000	1.000	0.000	16.000	-58.787	-1127133.533	303.732	246.327	11.362	1934348.131	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m18c579r3.htb1	90.000	2.000	0.000	16.000	-11.048	-659652.508	1935.948	300.000	-1572803.010	-9.207	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m18c579r3.htb1	90.000	2.000	0.000	60.000	-7.207	-122332.239	-2.189	11.745	5.354	969494.555	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m18c579r3.htb1	90.000	3.000	-4.000	16.000	33.941	-0.219	619666.214	73.027	8.021	1242455.187	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m18c579r3.htb1	90.000	3.000	-4.000	60.000	-12.375	-923472.028	-2.747	22.537	7.078	1520825.424	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m18c579r3.htb1	90.000	3.000	0.000	16.000	-24.685	-1029009.243	1104.188	141.632	10.123	1743735.694	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m18c579r3.htb1	90.000	3.000	0.000	60.000	-2.279	-123242.164	7.352	300.000	-443127.042	-5.221	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m18c579r3.htb1	90.000	3.000	4.000	16.000	5.693	-1607.432	177712.431	29.693	6.865	915304.461	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m18c579r3.htb1	90.000	3.000	4.000	60.000	-4.324	-238724.004	7.374	19.075	6.325	1064431.081	4.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m18c580r1.htb1	90.000	1.000	0.000	16.000	-80.625	-611444.612	-4.487	184.162	13.768	1257370.888	8.000	AllTrials	 NaN	 NaN	0.368	0.372	
m18c580r1.htb1	90.000	2.000	0.000	16.000	50.219	4.258	538016.226	124.398	12.370	1005237.599	8.000	AllTrials	0.600	0.758	0.603	0.540	
m18c580r1.htb1	90.000	2.000	0.000	60.000	-3.782	-237561.644	18.266	36.654	11.118	886122.501	8.000	AllTrials	 NaN	 NaN	0.750	0.292	
m18c580r1.htb1	90.000	3.000	-4.000	16.000	-46.343	-502699.859	-0.463	151.250	13.788	1315616.464	8.000	AllTrials	 NaN	 NaN	1.000	0.022	
m18c580r1.htb1	90.000	3.000	-4.000	60.000	-29.424	-392519.573	3068.904	181.233	14.314	1249528.465	8.000	AllTrials	0.563	0.708	0.563	0.708	
m18c580r1.htb1	90.000	3.000	0.000	16.000	3.633	-36515.727	133534.193	67.501	12.484	853869.618	8.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m18c580r1.htb1	90.000	3.000	0.000	60.000	0.753	-64780.681	29182.235	41.461	11.191	733480.787	8.000	AllTrials	0.567	0.696	 NaN	0.000	
m18c580r1.htb1	90.000	3.000	4.000	16.000	7.086	-7.930	200949.559	37.088	10.472	733476.464	8.000	AllTrials	 NaN	 NaN	0.625	0.676	
m18c580r1.htb1	90.000	3.000	4.000	60.000	-0.486	-39632.967	4667.502	33.523	10.233	614867.493	8.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m18c580r1.htb1	90.000	1.000	0.000	16.000	-65.213	-506256.627	-2.505	300.000	-1280448.931	-13.925	8.000	AllTrials	 NaN	 NaN	0.708	0.144	
m18c580r1.htb1	90.000	2.000	0.000	16.000	8.706	-1.412	220468.096	32.462	9.400	424411.042	8.000	AllTrials	0.600	0.748	0.556	0.672	
m18c580r1.htb1	90.000	2.000	0.000	60.000	-10.587	-397909.424	65.470	73.507	13.149	1161311.512	8.000	AllTrials	 NaN	 NaN	0.725	0.294	
m18c580r1.htb1	90.000	3.000	-4.000	16.000	129.014	1.220	510273.818	300.000	-1286142.513	-14.872	8.000	AllTrials	 NaN	 NaN	0.938	0.024	
m18c580r1.htb1	90.000	3.000	-4.000	60.000	30.220	-26.210	385198.451	300.000	-1201348.890	-14.080	8.000	AllTrials	0.594	0.770	0.594	0.770	
m18c580r1.htb1	90.000	3.000	0.000	16.000	9.614	-7764.046	311383.369	67.138	11.542	1122478.149	8.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m18c580r1.htb1	90.000	3.000	0.000	60.000	18.016	-18.405	394953.067	84.220	11.772	945781.668	8.000	AllTrials	0.467	1.042	 NaN	0.000	
m18c580r1.htb1	90.000	3.000	4.000	16.000	9.671	-1.815	173797.381	36.364	10.062	678694.556	8.000	AllTrials	 NaN	 NaN	0.531	0.810	
m18c580r1.htb1	90.000	3.000	4.000	60.000	5.651	-29082.967	108570.280	53.878	12.696	837449.903	8.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m18c581r3.htb1	90.000	1.000	0.000	16.000	4.218	-47843.962	81101.645	104.515	17.110	756542.394	13.000	AllTrials	0.400	0.540	0.367	0.168	
m18c581r3.htb1	90.000	2.000	0.000	16.000	-68.327	-273664.467	125.821	300.000	-915526.247	-19.385	13.000	AllTrials	0.771	0.102	0.586	0.470	
m18c581r3.htb1	90.000	2.000	0.000	60.000	16.997	-3904.557	198568.367	300.000	18.927	860867.701	13.000	AllTrials	0.646	0.352	0.497	0.994	
m18c581r3.htb1	90.000	3.000	-4.000	16.000	-2.719	-90267.629	17313.173	62.710	14.931	727912.400	13.000	AllTrials	0.663	0.342	0.694	0.104	
m18c581r3.htb1	90.000	3.000	-4.000	60.000	-8.304	-141895.687	1564.790	300.000	-705671.520	-16.148	13.000	AllTrials	0.286	0.214	0.286	0.214	
m18c581r3.htb1	90.000	3.000	0.000	16.000	-2.920	-92635.751	16718.391	300.000	-893315.440	-16.710	13.000	AllTrials	0.679	0.336	0.375	0.094	
m18c581r3.htb1	90.000	3.000	0.000	60.000	-24.203	-303013.883	1715.106	300.000	-1107730.194	-19.400	13.000	AllTrials	0.444	0.720	0.444	0.720	
m18c581r3.htb1	90.000	3.000	4.000	16.000	10.639	-927.013	206716.828	89.612	15.654	796471.969	13.000	AllTrials	0.440	0.740	0.506	0.958	
m18c581r3.htb1	90.000	3.000	4.000	60.000	-43.153	-316559.063	63.947	300.000	-967309.615	-18.104	13.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m18c583r3.htb1	90.000	1.000	0.000	16.000	-5.994	-145899.010	7.565	31.167	9.545	785400.928	6.000	AllTrials	 NaN	 NaN	0.561	0.658	
m18c583r3.htb1	90.000	2.000	0.000	16.000	-4.596	-6687.914	-0.435	12.617	5.966	82207.852	6.000	AllTrials	0.250	0.258	0.313	0.258	
m18c583r3.htb1	90.000	2.000	0.000	60.000	0.235	-1.928	2.210	4.715	3.033	 NaN	6.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m18c583r3.htb1	90.000	3.000	-4.000	16.000	-1.951	-5.719	0.404	5.660	3.292	 NaN	6.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m18c583r3.htb1	90.000	3.000	-4.000	60.000	0.659	-0.660	1.994	2.643	1.389	6.199	6.000	AllTrials	0.458	0.692	 NaN	0.000	
m18c583r3.htb1	90.000	3.000	0.000	16.000	-5.580	-4018.149	-0.808	13.543	6.044	41018.933	6.000	AllTrials	0.778	0.436	 NaN	0.000	
m18c583r3.htb1	90.000	3.000	0.000	60.000	-0.831	-2.683	0.631	3.543	1.918	6.650	6.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m18c583r3.htb1	90.000	3.000	4.000	16.000	-2.694	-6.765	-0.349	5.415	3.059	 NaN	6.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m18c583r3.htb1	90.000	3.000	4.000	60.000	-1.788	-3.746	-0.475	3.208	1.903	7.533	6.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m18c585r3.htb1	90.000	1.000	0.000	16.000	22.618	1.118	380332.613	78.844	12.135	831269.416	10.000	AllTrials	0.262	0.304	0.418	0.454	
m18c585r3.htb1	90.000	2.000	0.000	16.000	-23.576	-317452.582	1994.139	196.823	15.986	1098236.022	10.000	AllTrials	0.476	0.974	 NaN	0.000	
m18c585r3.htb1	90.000	2.000	0.000	60.000	81.244	-2.314	350656.369	300.000	15.800	1227631.889	10.000	AllTrials	 NaN	 NaN	0.000	0.000	
m18c585r3.htb1	90.000	3.000	-4.000	16.000	-0.821	-7.522	6.227	14.647	7.009	112.378	10.000	AllTrials	0.452	0.820	0.471	0.804	
m18c585r3.htb1	90.000	3.000	-4.000	60.000	3.092	-2.431	8244.160	18.344	7.725	2079.368	10.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m18c585r3.htb1	90.000	3.000	0.000	16.000	0.577	-8.634	5.970	15.225	7.809	333.701	10.000	AllTrials	0.840	0.104	0.814	0.014	
m18c585r3.htb1	90.000	3.000	0.000	60.000	1.099	-22.948	1313.786	22.386	8.628	102111.873	10.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m18c585r3.htb1	90.000	3.000	4.000	16.000	2.847	-3.535	19.583	17.734	8.530	9118.087	10.000	AllTrials	0.500	0.934	0.500	0.934	
m18c585r3.htb1	90.000	3.000	4.000	60.000	-1.065	-18116.159	16.106	24.936	10.223	293367.473	10.000	AllTrials	 NaN	 NaN	 NaN	 NaN	
m24c222r3.htb1	90.000	1.000	0.000	16.000	7.290	-6319.508	199871.328	68.862	12.840	873962.796	9.000	AllTrials	0.417	0.720	0.417	0.720	
m24c222r3.htb1	90.000	2.000	0.000	16.000	-6.051	-137621.156	5.511	31.303	10.816	523204.086	9.000	AllTrials	0.521	0.880	0.522	0.864	
m24c222r3.htb1	90.000	2.000	0.000	60.000	-0.947	-52522.978	8.254	22.437	9.654	303221.767	9.000	AllTrials	0.563	0.760	0.563	0.760	
m24c222r3.htb1	90.000	3.000	-4.000	16.000	-1.591	-47632.139	4097.051	34.848	11.089	450846.873	9.000	AllTrials	 NaN	 NaN	 NaN	0.000	
m24c222r3.htb1	90.000	3.000	-4.000	60.000	1.568	-44049.641	61172.303	57.164	12.505	748973.504	9.000	AllTrials	 NaN	 NaN	0.040	0.006	
m24c222r3.htb1	90.000	3.000	0.000	16.000	-2.690	-121230.385	34.048	36.243	11.595	539231.301	9.000	AllTrials	0.313	0.388	0.255	0.068	
m24c222r3.htb1	90.000	3.000	0.000	60.000	-2.095	-175559.263	29497.986	76.775	13.247	878293.580	9.000	AllTrials	0.250	0.240	0.250	0.240	
m24c222r3.htb1	90.000	3.000	4.000	16.000	-1.042	-10297.626	63413.909	33.702	10.535	327653.149	9.000	AllTrials	0.575	0.820	0.388	0.322	
m24c222r3.htb1	90.000	3.000	4.000	60.000	7.227	-30.934	190785.692	49.057	11.193	626816.259	9.000	AllTrials	 NaN	 NaN	0.480	0.848	
m24c224r3.htb1	90.000	1.000	0.000	16.000	-18.883	-353087.587	106.743	89.315	13.116	1185758.922	7.000	AllTrials	 NaN	 NaN	0.500	1.012	
m24c224r3.htb1	90.000	2.000	0.000	16.000	-6.899	-335195.306	73.438	54.907	13.055	1285983.795	7.000	AllTrials	 NaN	 NaN	0.281	0.332	
