FILE	         Coher	 repet	 Ve_P_u	 Vi_P_u	 co_P_u	 Ve_P_thr	 vi_P_th	 Co_P_thr	 Ve_N_u	 Vi_N_u	 co_N_u	 Ve_N_thr	 vi_N_th	 Co_N_thr	 Ves_CP	 Vis_CP	 Com_CP	 Ves_p	 Vis_p	 Com_p	 sign	 vesMax	 visMax	 coMax	
m2c376r2.htb 199.966 18.281 18.033 0.470 0.478 0.541 0.448 0.552 0.459 0.522 0.530 
m2c378r2.htb 29.717 3.408 2.677 0.338 0.528 0.517 0.484 0.516 0.483 0.472 0.662 
m2c382r2.htb 117.657 6.015 6.788 0.503 0.386 0.536 0.493 0.507 0.464 0.614 0.497 
m2c384r2.htb 23.972 10.368 10.700 0.374 0.379 0.522 0.491 0.509 0.478 0.621 0.626 
m2c392r2.htb 5.191 9.981 5.980 0.067 0.177 0.434 0.447 0.553 0.566 0.823 0.933 
m2c403r2.htb 8.214 7.156 7.488 0.218 0.274 0.259 0.440 0.560 0.741 0.726 0.782 
m2c409r2.htb 16.470 40.756 129.497 0.286 0.389 0.567 0.375 0.625 0.433 0.611 0.714 
m2c417r2.htb 57.196 17.553 35.112 0.479 0.343 0.357 0.485 0.515 0.643 0.657 0.521 
m2c423r2.htb 29.179 17.886 6.712 0.403 0.378 0.462 0.551 0.449 0.538 0.622 0.597 
m2c427r2.htb 15.035 12.351 9.583 0.381 0.244 0.419 0.379 0.621 0.581 0.756 0.619 
m2c429r2.htb 8.809 5.862 2.015 0.130 0.383 0.398 0.517 0.483 0.602 0.617 0.870 
m2c436r2.htb 3.951 1.692 1.981 0.067 0.134 0.262 0.488 0.512 0.738 0.866 0.933 
m2c441r2.htb 2.101 1.758 1.524 0.005 0.063 0.201 0.342 0.658 0.799 0.937 0.995 
m2c443r2.htb 109.402 9.946 27.467 0.485 0.478 0.463 0.518 0.482 0.537 0.522 0.515 
m2c445r2.htb 7.053 7.480 18.311 0.159 0.231 0.313 0.513 0.487 0.687 0.769 0.841 
m2c450r2.htb 12.703 2.086 2.659 0.246 0.405 0.372 0.512 0.488 0.628 0.595 0.754 
m5c4r2.htb 17.695 20.093 33.759 0.244 0.276 0.430 0.509 0.491 0.570 0.724 0.756 
m5c6r2.htb 56.009 25.076 57.420 0.408 0.375 0.492 0.544 0.456 0.508 0.625 0.592 
m5c7r2.htb 20.532 18.819 27.051 0.267 0.351 0.373 0.300 0.700 0.627 0.649 0.733 
m5c8r2.htb 5.636 13.625 19.904 0.000 0.138 0.300 0.562 0.438 0.700 0.862 1.000 
m5c13r2.htb 14.463 9.244 22.107 0.200 0.247 0.406 0.438 0.562 0.594 0.753 0.800 
m5c14r2.htb 26.657 14.459 111.198 0.287 0.439 0.461 0.461 0.539 0.539 0.561 0.713 
m5c15r2.htb 12.003 101.180 12.706 0.078 0.277 0.488 0.622 0.378 0.512 0.723 0.922 
m5c25r2.htb 35.900 18.514 14.563 0.359 0.363 0.494 0.503 0.497 0.506 0.637 0.641 
m5c29r2.htb 300.000 59.183 43.510 0.473 0.505 0.488 0.475 0.525 0.512 0.495 0.527 
m5c30r2.htb 19.762 45.789 59.440 0.284 0.278 0.433 0.540 0.460 0.567 0.722 0.716 
