FILE	          coherence	  1_bias	 2_bias	 3_bias	 1_thresh	 2_thresh	 3_thresh	
m5c0r272.htb -16.000 -6.400 -2.560 -1.020 0.000 1.020 2.560 6.400 16.000 0.029 0.059 0.347 0.559 0.824 0.912 1.000 1.000 1.000 102.000 101.000 101.000 102.000 102.000 102.000 101.000 102.000 101.000 
m5c0r277.htb -16.000 -6.400 -2.560 -1.020 0.000 1.020 2.560 6.400 16.000 0.060 0.020 0.140 0.200 0.490 0.633 0.840 1.000 1.000 50.000 50.000 50.000 50.000 49.000 49.000 50.000 50.000 49.000 
m5c0r278.htb -16.000 -6.400 -2.560 -1.020 0.000 1.020 2.560 6.400 16.000 0.000 0.020 0.143 0.429 0.673 0.857 1.000 1.000 1.000 50.000 49.000 49.000 49.000 49.000 49.000 49.000 49.000 49.000 
m5c691r2.htb -16.000 -6.400 -2.560 -1.020 0.000 1.020 2.560 6.400 16.000 0.000 0.000 0.273 0.582 0.691 0.891 0.945 1.000 1.000 56.000 55.000 55.000 55.000 55.000 55.000 55.000 55.000 55.000 
m5c692r3.htb -16.000 -6.400 -2.560 -1.020 0.000 1.020 2.560 6.400 16.000 0.000 0.000 0.224 0.680 0.720 0.880 0.980 1.000 0.980 50.000 49.000 49.000 50.000 50.000 50.000 50.000 50.000 49.000 
m5c693r2.htb -16.000 -4.800 -1.440 -0.430 0.000 0.430 1.440 4.800 16.000 0.000 0.017 0.207 0.466 0.483 0.569 0.897 0.983 1.000 58.000 58.000 58.000 58.000 58.000 58.000 58.000 58.000 58.000 
m5c697r2.htb -16.000 -4.800 -1.440 -0.430 0.000 0.430 1.440 4.800 16.000 0.000 0.059 0.275 0.569 0.588 0.608 0.784 0.980 1.000 51.000 51.000 51.000 51.000 51.000 51.000 51.000 51.000 51.000 
m5c699r2.htb -16.000 -4.800 -1.440 -0.430 0.000 0.430 1.440 4.800 16.000 0.000 0.115 0.607 0.672 0.803 0.852 0.967 1.000 1.000 61.000 61.000 61.000 61.000 61.000 61.000 61.000 61.000 61.000 
m5c700r2.htb -16.000 -4.800 -1.440 -0.430 0.000 0.430 1.440 4.800 16.000 0.000 0.000 0.417 0.567 0.667 0.750 0.917 1.000 1.000 60.000 60.000 60.000 60.000 60.000 60.000 60.000 60.000 60.000 
m5c702r2.htb -16.000 -4.800 -1.440 -0.430 0.000 0.430 1.440 4.800 16.000 0.000 0.000 0.197 0.344 0.508 0.672 0.869 1.000 1.000 61.000 61.000 61.000 61.000 61.000 61.000 61.000 61.000 61.000 
m5c704r2.htb -16.000 -4.800 -1.440 -0.430 0.000 0.430 1.440 4.800 16.000 0.000 0.000 0.200 0.400 0.467 0.700 0.733 0.967 1.000 30.000 30.000 30.000 30.000 30.000 30.000 30.000 30.000 30.000 
m5c706r2.htb -16.000 -4.800 -1.440 -0.430 0.000 0.430 1.440 4.800 16.000 0.000 0.023 0.163 0.349 0.442 0.512 0.767 1.000 1.000 43.000 43.000 43.000 43.000 43.000 43.000 43.000 43.000 43.000 
m5c708r2.htb -16.000 -4.800 -1.440 -0.430 0.000 0.430 1.440 4.800 16.000 0.000 0.000 0.360 0.600 0.400 0.720 0.800 1.000 1.000 25.000 25.000 25.000 25.000 25.000 25.000 25.000 25.000 25.000 
m5c710r2.htb -16.000 -4.800 -1.440 -0.430 0.000 0.430 1.440 4.800 16.000 0.000 0.000 0.167 0.233 0.433 0.733 0.800 1.000 1.000 30.000 30.000 30.000 30.000 30.000 30.000 30.000 30.000 30.000 
m5c714r2.htb -16.000 -4.800 -1.440 -0.430 0.000 0.430 1.440 4.800 16.000 0.000 0.000 0.091 0.242 0.394 0.485 0.758 1.000 1.000 34.000 33.000 33.000 33.000 33.000 33.000 33.000 33.000 33.000 
m5c716r2.htb -16.000 -4.800 -1.440 -0.430 0.000 0.430 1.440 4.800 16.000 0.000 0.000 0.071 0.400 0.733 0.714 0.867 1.000 1.000 15.000 15.000 14.000 15.000 15.000 14.000 15.000 15.000 15.000 
m5c722r2.htb -16.000 -4.800 -1.440 -0.430 0.000 0.430 1.440 4.800 16.000 0.000 0.000 0.200 0.560 0.720 0.680 0.840 0.960 1.000 25.000 25.000 25.000 25.000 25.000 25.000 25.000 25.000 25.000 
m5c724r2.htb -16.000 -4.800 -1.440 -0.430 0.000 0.430 1.440 4.800 16.000 0.000 0.000 0.150 0.275 0.450 0.650 0.900 0.975 1.000 40.000 40.000 40.000 40.000 40.000 40.000 40.000 40.000 40.000 
m5c726r2.htb -16.000 -4.800 -1.440 -0.430 0.000 0.430 1.440 4.800 16.000 0.000 0.024 0.214 0.286 0.262 0.333 0.595 0.976 1.000 42.000 42.000 42.000 42.000 42.000 42.000 42.000 42.000 42.000 
m5c731r2.htb -16.000 -4.800 -1.440 -0.430 0.000 0.430 1.440 4.800 16.000 0.000 0.000 0.028 0.278 0.278 0.306 0.417 0.917 1.000 36.000 36.000 36.000 36.000 36.000 36.000 36.000 36.000 36.000 
m5c734r2.htb -16.000 -4.800 -1.440 -0.430 0.000 0.430 1.440 4.800 16.000 0.000 0.000 0.160 0.520 0.440 0.680 0.840 1.000 1.000 25.000 25.000 25.000 25.000 25.000 25.000 25.000 25.000 25.000 
m5c735r2.htb -16.000 -4.800 -1.440 -0.430 0.000 0.430 1.440 4.800 16.000 0.000 0.000 0.125 0.375 0.550 0.600 0.700 1.000 1.000 40.000 40.000 40.000 40.000 40.000 40.000 40.000 40.000 40.000 
m5c736r2.htb -16.000 -4.800 -1.440 -0.430 0.000 0.430 1.440 4.800 16.000 0.000 0.000 0.220 0.488 0.317 0.732 0.732 1.000 1.000 41.000 41.000 41.000 41.000 41.000 41.000 41.000 41.000 41.000 
