FILE	         Spon	 HTIve	 HTIvi	 VesP	 VisP	 VesPre	 VisPre	 VesSlo	 Vis
m5c429r1.htb 96.535 129.043 142.574 125.083 121.782 146.535 141.254 142.904 165.677 129.703 124.422 16.031 31.536 16.895 5.049 12.307 25.090 23.817 44.181 18.838 15.754 198.680 236.304 269.967 227.393 235.974 209.571 155.776 128.383 96.040 156.766 15.216 13.814 4.662 11.165 18.593 14.285 12.569 16.632 9.625 21.170 
m5c430r1.htb 81.683 122.112 100.000 102.970 131.023 113.531 105.693 128.383 130.693 112.871 124.752 28.954 22.006 18.742 15.970 17.507 9.841 9.835 15.355 15.450 2.524 160.726 150.825 189.439 195.710 153.135 149.505 107.591 96.370 107.591 128.383 21.170 23.559 23.828 23.107 20.003 23.927 14.523 17.353 16.424 12.333 
m5c446r1.htb 38.614 50.165 49.835 54.125 53.465 45.875 57.756 68.647 51.815 65.677 45.545 11.970 15.597 12.333 3.705 3.454 20.772 19.419 10.854 17.799 8.575 118.812 129.373 99.670 82.508 80.528 98.350 79.208 86.139 47.855 82.508 21.453 18.126 6.505 21.262 12.072 14.724 2.800 17.670 5.615 8.114 
m5c448r1.htb 58.416 71.535 118.812 84.158 76.485 82.426 71.782 80.396 73.762 79.950 78.614 9.396 32.017 16.995 4.823 3.778 6.842 10.208 5.431 11.662 12.721 132.426 129.455 117.079 85.149 61.782 69.703 75.446 73.267 50.693 94.059 12.886 8.366 3.462 3.770 11.502 8.094 11.000 7.637 6.863 10.740 
m5c447r1.htb 99.340 125.413 102.970 87.129 127.063 137.624 108.911 145.792 115.512 118.482 82.178 7.283 8.650 10.876 11.551 8.003 9.200 18.496 14.866 6.166 4.537 165.347 159.076 132.673 98.350 106.436 110.891 100.660 102.640 67.822 138.614 5.968 7.439 9.200 2.310 13.238 17.143 7.350 12.050 5.145 9.445 
m5c452r1.htb 39.934 47.855 52.475 68.647 48.515 41.584 46.865 48.515 47.195 48.845 63.036 3.157 12.146 22.969 15.482 10.595 6.727 5.049 13.689 14.182 12.763 49.175 51.155 69.967 74.917 105.281 131.023 131.683 103.300 111.221 53.795 10.202 2.139 7.712 6.617 24.746 15.424 10.170 7.869 12.608 3.524 
m5c449r1.htb 33.333 60.396 33.663 35.974 47.525 53.135 41.254 52.475 52.475 44.884 76.568 17.418 6.752 7.185 8.603 8.920 6.275 9.876 6.679 21.100 20.499 59.076 58.746 68.977 84.488 101.980 123.432 108.581 103.300 87.459 62.376 5.255 11.209 20.772 19.818 9.182 16.409 7.486 0.404 11.339 12.660 
m5c450r1.htb 85.149 67.822 84.158 93.069 77.228 68.317 80.198 72.277 74.257 63.366 86.139 30.105 0.000 22.403 0.000 0.000 0.000 0.000 0.000 5.601 0.000 67.327 68.317 92.079 122.277 189.109 188.614 162.376 131.683 125.248 77.228 30.805 5.601 0.000 13.302 0.000 6.301 0.000 15.402 56.709 0.000 
m5c451r1.htb 55.446 63.696 71.287 46.865 57.096 49.505 77.228 66.007 63.036 63.696 61.716 7.486 7.573 21.696 13.179 8.744 26.410 12.916 19.856 15.054 12.333 73.597 71.947 97.360 90.429 110.231 106.931 70.297 85.479 90.429 76.898 20.559 19.011 5.065 8.411 10.876 19.262 4.850 8.114 4.278 15.360 
m5c456r1.htb 52.475 51.485 53.135 55.446 49.175 44.224 61.386 55.116 43.564 51.485 53.795 8.488 12.840 14.818 5.161 9.244 3.638 6.727 2.800 5.731 8.411 78.218 57.096 59.076 74.587 89.109 95.380 97.030 88.779 46.865 74.587 13.790 6.505 2.459 6.907 11.963 7.151 11.963 11.404 2.459 8.175 
