 FILE	        neuro1 	 neuro2 	 stim 	 pref1 	 p1 	 pref2 	 p2 	 DiffPref 	 noisecorrelation
m17c41r1.htb	 2.0000	 3.0000	 1.0000	 56.3099	 0.6303	 56.3099	 0.2922	 239.0429	 -0.2003	 
m17c41r1.htb	 2.0000	 3.0000	 2.0000	 107.1393	 0.7360	 107.1393	 0.0000	 23.2918	 -0.0197	 
m17c41r2.htb	 1.0000	 2.0000	 1.0000	 22.5000	 0.5396	 22.5000	 0.1977	 115.8860	 -0.0575	 
m17c41r2.htb	 1.0000	 2.0000	 2.0000	 125.2176	 0.4484	 125.2176	 0.0107	 66.6321	 -0.0355	 
m17c41r2.htb	 1.0000	 3.0000	 1.0000	 22.5000	 0.5396	 22.5000	 0.1346	 115.1596	 -0.1027	 
m17c41r2.htb	 1.0000	 3.0000	 2.0000	 125.2176	 0.4484	 125.2176	 0.0003	 91.9884	 -0.2141	 
m17c41r2.htb	 2.0000	 3.0000	 1.0000	 138.3860	 0.1977	 138.3860	 0.1346	 0.7264	 0.5550	 
m17c41r2.htb	 2.0000	 3.0000	 2.0000	 58.5855	 0.0107	 58.5855	 0.0003	 158.6205	 0.5227	 
m17c41r1.htb	 1.0000	 2.0000	 1.0000	 19.6214	 0.0662	 19.6214	 0.6303	 36.6885	 -0.1279	 
m17c41r1.htb	 1.0000	 2.0000	 2.0000	 5.1656	 0.0000	 5.1656	 0.7360	 101.9737	 -0.0147	 
m17c41r1.htb	 1.0000	 3.0000	 1.0000	 19.6214	 0.0662	 19.6214	 0.2922	 275.7314	 0.2625	 
m17c41r1.htb	 1.0000	 3.0000	 2.0000	 5.1656	 0.0000	 5.1656	 0.0000	 125.2655	 0.0906	 
m17c41r1.htb	 2.0000	 3.0000	 1.0000	 56.3099	 0.6303	 56.3099	 0.2922	 239.0429	 -0.2003	 
m17c41r1.htb	 2.0000	 3.0000	 2.0000	 107.1393	 0.7360	 107.1393	 0.0000	 23.2918	 -0.0197	 
m17c41r2.htb	 1.0000	 2.0000	 1.0000	 0.0000	 1.0000	 0.0000	 0.0478	 110.2406	 0.0474	 
m17c41r2.htb	 1.0000	 2.0000	 2.0000	 0.0000	 1.0000	 0.0000	 0.0083	 74.4664	 -0.0263	 
m17c41r2.htb	 1.0000	 3.0000	 1.0000	 0.0000	 1.0000	 0.0000	 0.0972	 119.3438	 -0.2480	 
m17c41r2.htb	 1.0000	 3.0000	 2.0000	 0.0000	 1.0000	 0.0000	 0.0026	 213.0495	 -0.2106	 
m17c41r2.htb	 2.0000	 3.0000	 1.0000	 110.2406	 0.0478	 110.2406	 0.0972	 9.1032	 0.4803	 
m17c41r2.htb	 2.0000	 3.0000	 2.0000	 74.4664	 0.0083	 74.4664	 0.0026	 138.5831	 0.5015	 
m17c38r1.htb	 1.0000	 2.0000	 1.0000	 190.1428	 0.1480	 190.1428	 0.4385	 55.1428	 0.0321	 
m17c38r1.htb	 1.0000	 2.0000	 2.0000	 67.5460	 0.0000	 67.5460	 1.0000	 67.5460	 0.3035	 
m17c40r2.htb	 1.0000	 2.0000	 1.0000	 90.0000	 1.0000	 90.0000	 0.3962	 36.3513	 -0.1466	 
m17c40r2.htb	 1.0000	 2.0000	 2.0000	 0.0000	 0.4501	 0.0000	 0.0166	 166.5681	 0.0719	 
m17c40r2.htb	 1.0000	 3.0000	 1.0000	 90.0000	 1.0000	 90.0000	 0.4161	 255.8720	 -0.0853	 
m17c40r2.htb	 1.0000	 3.0000	 2.0000	 0.0000	 0.4501	 0.0000	 0.0001	 203.8706	 -0.1047	 
m17c40r2.htb	 2.0000	 3.0000	 1.0000	 53.6487	 0.3962	 53.6487	 0.4161	 292.2234	 -0.0152	 
m17c40r2.htb	 2.0000	 3.0000	 2.0000	 166.5681	 0.0166	 166.5681	 0.0001	 37.3025	 0.1359	 
m17c38r1.htb	 1.0000	 2.0000	 1.0000	 193.8631	 0.0553	 193.8631	 0.4356	 58.8631	 0.0119	 
m17c38r1.htb	 1.0000	 2.0000	 2.0000	 65.5470	 0.0000	 65.5470	 1.0000	 65.5470	 0.0391	 
m17c38r1.htb	 1.0000	 3.0000	 1.0000	 193.8631	 0.0553	 193.8631	 0.3012	 23.3469	 0.3753	 
m17c38r1.htb	 1.0000	 3.0000	 2.0000	 65.5470	 0.0000	 65.5470	 0.0000	 5.7221	 0.2779	 
m17c38r1.htb	 1.0000	 4.0000	 1.0000	 193.8631	 0.0553	 193.8631	 0.7710	 4.7115	 0.5563	 
m17c38r1.htb	 1.0000	 4.0000	 2.0000	 65.5470	 0.0000	 65.5470	 0.0000	 1.6233	 0.6240	 
m17c38r1.htb	 2.0000	 3.0000	 1.0000	 135.0000	 0.4356	 135.0000	 0.3012	 82.2099	 0.3273	 
m17c38r1.htb	 2.0000	 3.0000	 2.0000	 0.0000	 1.0000	 0.0000	 0.0000	 59.8249	 -0.3647	 
m17c38r1.htb	 2.0000	 4.0000	 1.0000	 135.0000	 0.4356	 135.0000	 0.7710	 63.5746	 -0.0530	 
m17c38r1.htb	 2.0000	 4.0000	 2.0000	 0.0000	 1.0000	 0.0000	 0.0000	 67.1703	 0.1846	 
m17c38r1.htb	 3.0000	 4.0000	 1.0000	 217.2099	 0.3012	 217.2099	 0.7710	 18.6354	 -0.3294	 
m17c38r1.htb	 3.0000	 4.0000	 2.0000	 59.8249	 0.0000	 59.8249	 0.0000	 7.3454	 -0.1759	 
m17c38r1.htb	 1.0000	 2.0000	 1.0000	 188.7239	 0.1246	 188.7239	 0.4396	 53.7239	 0.0455	 
m17c38r1.htb	 1.0000	 2.0000	 2.0000	 67.7772	 0.0000	 67.7772	 1.0000	 67.7772	 0.2816	 
m17c38r1.htb	 1.0000	 3.0000	 1.0000	 188.7239	 0.1246	 188.7239	 0.0015	 45.1501	 0.2549	 
m17c38r1.htb	 1.0000	 3.0000	 2.0000	 67.7772	 0.0000	 67.7772	 0.0000	 12.4130	 0.0313	 
m17c38r1.htb	 1.0000	 4.0000	 1.0000	 188.7239	 0.1246	 188.7239	 0.0589	 4.4185	 0.7838	 
m17c38r1.htb	 1.0000	 4.0000	 2.0000	 67.7772	 0.0000	 67.7772	 0.0000	 0.6507	 0.7163	 
m17c38r1.htb	 2.0000	 3.0000	 1.0000	 135.0000	 0.4396	 135.0000	 0.0015	 98.8740	 -0.2225	 
m17c38r1.htb	 2.0000	 3.0000	 2.0000	 0.0000	 1.0000	 0.0000	 0.0000	 55.3643	 -0.5192	 
m17c38r1.htb	 2.0000	 4.0000	 1.0000	 135.0000	 0.4396	 135.0000	 0.0589	 49.3055	 0.4921	 
m17c38r1.htb	 2.0000	 4.0000	 2.0000	 0.0000	 1.0000	 0.0000	 0.0000	 68.4280	 0.7486	 
m17c38r1.htb	 3.0000	 4.0000	 1.0000	 233.8740	 0.0015	 233.8740	 0.0589	 49.5686	 0.0825	 
m17c38r1.htb	 3.0000	 4.0000	 2.0000	 55.3643	 0.0000	 55.3643	 0.0000	 13.0637	 -0.2557	 
m17c38r1.htb	 1.0000	 2.0000	 1.0000	 174.2151	 0.0406	 174.2151	 0.4411	 39.2151	 0.0184	 
m17c38r1.htb	 1.0000	 2.0000	 2.0000	 69.0364	 0.0000	 69.0364	 1.0000	 69.0364	 0.3226	 
m17c38r1.htb	 1.0000	 3.0000	 1.0000	 174.2151	 0.0406	 174.2151	 0.0001	 58.9874	 0.2684	 
m17c38r1.htb	 1.0000	 3.0000	 2.0000	 69.0364	 0.0000	 69.0364	 0.0000	 14.3439	 0.1845	 
m17c38r1.htb	 1.0000	 4.0000	 1.0000	 174.2151	 0.0406	 174.2151	 0.0253	 0.6934	 0.8861	 
m17c38r1.htb	 1.0000	 4.0000	 2.0000	 69.0364	 0.0000	 69.0364	 0.0000	 1.3067	 0.8820	 
m17c38r1.htb	 2.0000	 3.0000	 1.0000	 135.0000	 0.4411	 135.0000	 0.0001	 98.2025	 -0.0611	 
m17c38r1.htb	 2.0000	 3.0000	 2.0000	 0.0000	 1.0000	 0.0000	 0.0000	 54.6925	 -0.2180	 
m17c38r1.htb	 2.0000	 4.0000	 1.0000	 135.0000	 0.4411	 135.0000	 0.0253	 38.5217	 0.3794	 
m17c38r1.htb	 2.0000	 4.0000	 2.0000	 0.0000	 1.0000	 0.0000	 0.0000	 70.3431	 0.6612	 
m17c38r1.htb	 3.0000	 4.0000	 1.0000	 233.2025	 0.0001	 233.2025	 0.0253	 59.6808	 0.2483	 
m17c38r1.htb	 3.0000	 4.0000	 2.0000	 54.6925	 0.0000	 54.6925	 0.0000	 15.6506	 0.0692	 
m17c38r1.htb	 1.0000	 2.0000	 1.0000	 193.8631	 0.0553	 193.8631	 0.4356	 58.8631	 0.0119	 
m17c38r1.htb	 1.0000	 2.0000	 2.0000	 65.5470	 0.0000	 65.5470	 1.0000	 65.5470	 0.0391	 
m17c38r1.htb	 1.0000	 3.0000	 1.0000	 193.8631	 0.0553	 193.8631	 0.3012	 23.3469	 0.3753	 
m17c38r1.htb	 1.0000	 3.0000	 2.0000	 65.5470	 0.0000	 65.5470	 0.0000	 5.7221	 0.2779	 
m17c38r1.htb	 1.0000	 4.0000	 1.0000	 193.8631	 0.0553	 193.8631	 0.7710	 4.7115	 0.5563	 
m17c38r1.htb	 1.0000	 4.0000	 2.0000	 65.5470	 0.0000	 65.5470	 0.0000	 1.6233	 0.6240	 
m17c38r1.htb	 2.0000	 3.0000	 1.0000	 135.0000	 0.4356	 135.0000	 0.3012	 82.2099	 0.3273	 
m17c38r1.htb	 2.0000	 3.0000	 2.0000	 0.0000	 1.0000	 0.0000	 0.0000	 59.8249	 -0.3647	 
m17c38r1.htb	 2.0000	 4.0000	 1.0000	 135.0000	 0.4356	 135.0000	 0.7710	 63.5746	 -0.0530	 
m17c38r1.htb	 2.0000	 4.0000	 2.0000	 0.0000	 1.0000	 0.0000	 0.0000	 67.1703	 0.1846	 
m17c38r1.htb	 3.0000	 4.0000	 1.0000	 217.2099	 0.3012	 217.2099	 0.7710	 18.6354	 -0.3294	 
m17c38r1.htb	 3.0000	 4.0000	 2.0000	 59.8249	 0.0000	 59.8249	 0.0000	 7.3454	 -0.1759	 
m17c36r1.htb	 1.0000	 2.0000	 1.0000	 0.8019	 0.4901	 0.8019	 0.0599	 338.5517	 -0.1162	 
m17c36r1.htb	 1.0000	 2.0000	 2.0000	 79.2009	 0.2224	 79.2009	 0.2205	 17.8923	 0.0490	 
m17c37r1.htb	 1.0000	 2.0000	 1.0000	 301.5032	 0.9879	 301.5032	 0.7876	 56.5063	 0.1752	 
m17c37r1.htb	 1.0000	 2.0000	 2.0000	 146.0579	 0.2585	 146.0579	 0.0050	 1.1606	 0.2048	 
m17c38r1.htb	 1.0000	 2.0000	 1.0000	 190.1428	 0.1480	 190.1428	 0.4385	 55.1428	 0.0321	 
m17c38r1.htb	 1.0000	 2.0000	 2.0000	 67.5460	 0.0000	 67.5460	 1.0000	 67.5460	 0.3035	 
m17c38r1.htb	 1.0000	 3.0000	 1.0000	 190.1428	 0.1480	 190.1428	 0.0003	 44.6317	 0.2857	 
m17c38r1.htb	 1.0000	 3.0000	 2.0000	 67.5460	 0.0000	 67.5460	 0.0000	 7.4150	 -0.0451	 
m17c38r1.htb	 1.0000	 4.0000	 1.0000	 190.1428	 0.1480	 190.1428	 0.0903	 4.2455	 0.7677	 
m17c38r1.htb	 1.0000	 4.0000	 2.0000	 67.5460	 0.0000	 67.5460	 0.0000	 0.3405	 0.7014	 
m17c38r1.htb	 2.0000	 3.0000	 1.0000	 135.0000	 0.4385	 135.0000	 0.0003	 99.7744	 -0.3136	 
m17c38r1.htb	 2.0000	 3.0000	 2.0000	 0.0000	 1.0000	 0.0000	 0.0000	 60.1310	 -0.6310	 
m17c38r1.htb	 2.0000	 4.0000	 1.0000	 135.0000	 0.4385	 135.0000	 0.0903	 50.8972	 0.5037	 
m17c38r1.htb	 2.0000	 4.0000	 2.0000	 0.0000	 1.0000	 0.0000	 0.0000	 67.2055	 0.7827	 
m17c38r1.htb	 3.0000	 4.0000	 1.0000	 234.7744	 0.0003	 234.7744	 0.0903	 48.8772	 0.0432	 
m17c38r1.htb	 3.0000	 4.0000	 2.0000	 60.1310	 0.0000	 60.1310	 0.0000	 7.0745	 -0.3862	 
m17c39r1.htb	 1.0000	 2.0000	 1.0000	 140.1212	 0.9847	 140.1212	 0.7993	 86.5768	 0.2879	 
m17c39r1.htb	 1.0000	 2.0000	 2.0000	 345.6077	 0.0182	 345.6077	 0.0720	 179.0147	 0.0004	 
m17c40r1.htb	 1.0000	 2.0000	 1.0000	 1.8485	 0.4450	 1.8485	 0.9644	 311.4200	 0.5956	 
m17c40r1.htb	 1.0000	 2.0000	 2.0000	 86.0717	 0.0034	 86.0717	 0.0049	 148.4031	 0.4585	 
m17c40r2.htb	 1.0000	 2.0000	 1.0000	 90.0000	 1.0000	 90.0000	 0.3962	 36.3513	 -0.1466	 
m17c40r2.htb	 1.0000	 2.0000	 2.0000	 0.0000	 0.4501	 0.0000	 0.0166	 166.5681	 0.0719	 
m17c40r2.htb	 1.0000	 3.0000	 1.0000	 90.0000	 1.0000	 90.0000	 0.4161	 255.8720	 -0.0853	 
m17c40r2.htb	 1.0000	 3.0000	 2.0000	 0.0000	 0.4501	 0.0000	 0.0001	 203.8706	 -0.1047	 
m17c40r2.htb	 2.0000	 3.0000	 1.0000	 53.6487	 0.3962	 53.6487	 0.4161	 292.2234	 -0.0152	 
m17c40r2.htb	 2.0000	 3.0000	 2.0000	 166.5681	 0.0166	 166.5681	 0.0001	 37.3025	 0.1359	 
m17c40r2.htb	 1.0000	 2.0000	 1.0000	 0.0000	 1.0000	 0.0000	 0.8005	 39.4904	 -0.5254	 
m17c40r2.htb	 1.0000	 2.0000	 2.0000	 0.0000	 1.0000	 0.0000	 0.1442	 158.5664	 -0.6518	 
m17c40r2.htb	 1.0000	 3.0000	 1.0000	 0.0000	 1.0000	 0.0000	 0.4349	 1.0718	 0.4920	 
m17c40r2.htb	 1.0000	 3.0000	 2.0000	 0.0000	 1.0000	 0.0000	 0.0418	 202.4287	 -0.0948	 
m17c40r2.htb	 2.0000	 3.0000	 1.0000	 39.4904	 0.8005	 39.4904	 0.4349	 38.4186	 -0.0120	 
m17c40r2.htb	 2.0000	 3.0000	 2.0000	 158.5664	 0.1442	 158.5664	 0.0418	 43.8622	 0.1600	 
m17c40r2.htb	 1.0000	 2.0000	 1.0000	 90.0000	 1.0000	 90.0000	 0.5044	 26.0606	 -0.1356	 
m17c40r2.htb	 1.0000	 2.0000	 2.0000	 0.0000	 0.4954	 0.0000	 0.0018	 179.9084	 -0.6208	 
m17c40r2.htb	 1.0000	 3.0000	 1.0000	 90.0000	 1.0000	 90.0000	 0.2558	 211.6167	 -0.1497	 
m17c40r2.htb	 1.0000	 3.0000	 2.0000	 0.0000	 0.4954	 0.0000	 0.1273	 191.5677	 -0.2886	 
m17c40r2.htb	 2.0000	 3.0000	 1.0000	 63.9394	 0.5044	 63.9394	 0.2558	 237.6773	 -0.1809	 
m17c40r2.htb	 2.0000	 3.0000	 2.0000	 179.9084	 0.0018	 179.9084	 0.1273	 11.6593	 -0.1017	 
m17c41r1.htb	 1.0000	 2.0000	 1.0000	 345.9501	 0.0166	 345.9501	 0.5820	 288.6748	 -0.1167	 
m17c41r1.htb	 1.0000	 2.0000	 2.0000	 1.6399	 0.0001	 1.6399	 0.7335	 102.1851	 -0.1049	 
m17c41r1.htb	 1.0000	 3.0000	 1.0000	 345.9501	 0.0166	 345.9501	 0.2633	 53.0488	 0.3190	 
m17c41r1.htb	 1.0000	 3.0000	 2.0000	 1.6399	 0.0001	 1.6399	 0.0000	 123.5551	 0.0886	 
m17c41r1.htb	 2.0000	 3.0000	 1.0000	 57.2753	 0.5820	 57.2753	 0.2633	 235.6260	 -0.2446	 
m17c41r1.htb	 2.0000	 3.0000	 2.0000	 103.8250	 0.7335	 103.8250	 0.0000	 21.3700	 -0.0786	 
m17c41r2.htb	 1.0000	 2.0000	 1.0000	 0.0000	 1.0000	 0.0000	 0.0478	 110.2406	 0.0474	 
m17c41r2.htb	 1.0000	 2.0000	 2.0000	 0.0000	 1.0000	 0.0000	 0.0083	 74.4664	 -0.0263	 
m17c41r2.htb	 1.0000	 3.0000	 1.0000	 0.0000	 1.0000	 0.0000	 0.0972	 119.3438	 -0.2480	 
m17c41r2.htb	 1.0000	 3.0000	 2.0000	 0.0000	 1.0000	 0.0000	 0.0026	 213.0495	 -0.2106	 
m17c41r2.htb	 2.0000	 3.0000	 1.0000	 110.2406	 0.0478	 110.2406	 0.0972	 9.1032	 0.4803	 
m17c41r2.htb	 2.0000	 3.0000	 2.0000	 74.4664	 0.0083	 74.4664	 0.0026	 138.5831	 0.5015	 
m17c42r1.htb	 1.0000	 2.0000	 1.0000	 204.7623	 0.0000	 204.7623	 0.3362	 174.9737	 0.1546	 
m17c42r1.htb	 1.0000	 2.0000	 2.0000	 186.4924	 0.0000	 186.4924	 0.0000	 28.7786	 -0.0752	 
m17c43r1.htb	 1.0000	 2.0000	 1.0000	 65.7027	 0.1508	 65.7027	 0.0000	 266.0486	 0.0457	 
m17c43r1.htb	 1.0000	 2.0000	 2.0000	 237.6421	 0.0000	 237.6421	 0.0000	 11.4223	 0.0389	 
m17c44r1.htb	 1.0000	 2.0000	 1.0000	 148.6663	 0.0269	 148.6663	 0.0152	 116.2755	 0.0325	 
m17c44r1.htb	 1.0000	 2.0000	 2.0000	 45.4954	 0.0000	 45.4954	 0.0000	 112.4183	 0.1144	 
m17c46r1.htb	 1.0000	 2.0000	 1.0000	 0.0000	 1.0000	 0.0000	 0.0000	 106.9906	 -0.1507	 
m17c46r1.htb	 1.0000	 2.0000	 2.0000	 0.0000	 1.0000	 0.0000	 0.0000	 82.1170	 -0.3474	 
m17c46r1.htb	 1.0000	 3.0000	 1.0000	 0.0000	 1.0000	 0.0000	 0.2496	 159.2047	 0.1786	 
m17c46r1.htb	 1.0000	 3.0000	 2.0000	 0.0000	 1.0000	 0.0000	 0.0000	 352.4530	 -0.1271	 
m17c46r1.htb	 2.0000	 3.0000	 1.0000	 106.9906	 0.0000	 106.9906	 0.2496	 52.2141	 -0.1260	 
m17c46r1.htb	 2.0000	 3.0000	 2.0000	 82.1170	 0.0000	 82.1170	 0.0000	 270.3360	 0.0513	 
m17c47r1.htb	 1.0000	 2.0000	 1.0000	 319.6554	 0.4599	 319.6554	 0.0014	 205.8644	 -0.5681	 
m17c47r1.htb	 1.0000	 2.0000	 2.0000	 212.3987	 0.6604	 212.3987	 0.3180	 30.3129	 -0.3693	 
m17c47r1.htb	 1.0000	 3.0000	 1.0000	 319.6554	 0.4599	 319.6554	 0.3763	 235.3694	 -0.2697	 
m17c47r1.htb	 1.0000	 3.0000	 2.0000	 212.3987	 0.6604	 212.3987	 0.6851	 89.7560	 -0.2576	 
m17c47r1.htb	 2.0000	 3.0000	 1.0000	 113.7910	 0.0014	 113.7910	 0.3763	 29.5050	 0.0850	 
m17c47r1.htb	 2.0000	 3.0000	 2.0000	 242.7116	 0.3180	 242.7116	 0.6851	 120.0688	 0.4218	 
m17c47r1.htb	 1.0000	 2.0000	 1.0000	 328.5287	 0.3085	 328.5287	 0.6492	 214.3544	 -0.3065	 
m17c47r1.htb	 1.0000	 2.0000	 2.0000	 197.7643	 0.6601	 197.7643	 0.8568	 62.2451	 0.3112	 
m17c47r1.htb	 1.0000	 3.0000	 1.0000	 328.5287	 0.3085	 328.5287	 0.8907	 223.9814	 -0.3251	 
m17c47r1.htb	 1.0000	 3.0000	 2.0000	 197.7643	 0.6601	 197.7643	 0.0010	 122.4778	 0.1936	 
m17c47r1.htb	 2.0000	 3.0000	 1.0000	 114.1743	 0.6492	 114.1743	 0.8907	 9.6270	 0.0093	 
m17c47r1.htb	 2.0000	 3.0000	 2.0000	 260.0094	 0.8568	 260.0094	 0.0010	 60.2327	 0.3353	 
m17c48r1.htb	 1.0000	 2.0000	 1.0000	 247.7598	 0.0043	 247.7598	 0.1697	 22.2150	 0.2071	 
m17c48r1.htb	 1.0000	 2.0000	 2.0000	 258.6799	 0.1465	 258.6799	 0.0242	 31.0450	 -0.0227	 
m17c48r1.htb	 1.0000	 3.0000	 1.0000	 247.7598	 0.0043	 247.7598	 1.0000	 247.7598	 0.1407	 
m17c48r1.htb	 1.0000	 3.0000	 2.0000	 258.6799	 0.1465	 258.6799	 0.5266	 55.1798	 0.1188	 
m17c48r1.htb	 2.0000	 3.0000	 1.0000	 225.5448	 0.1697	 225.5448	 1.0000	 225.5448	 0.2701	 
m17c48r1.htb	 2.0000	 3.0000	 2.0000	 227.6350	 0.0242	 227.6350	 0.5266	 24.1349	 0.2733	 
m18c117r2.htb	 1.0000	 2.0000	 1.0000	 183.7712	 0.3202	 183.7712	 0.4945	 15.8594	 0.5792	 
m18c117r2.htb	 1.0000	 2.0000	 2.0000	 166.5944	 0.0000	 166.5944	 0.0000	 13.1983	 0.8004	 
m18c120r1.htb	 1.0000	 2.0000	 1.0000	 135.0000	 0.5417	 135.0000	 0.0610	 107.8101	 -0.1750	 
m18c120r1.htb	 1.0000	 2.0000	 2.0000	 0.0000	 NaN	 0.0000	 0.0000	 183.7611	 0.1467	 
m18c101r1.htb	 1.0000	 2.0000	 1.0000	 124.6522	 0.0034	 124.6522	 0.0001	 208.1075	 0.1096	 
m18c101r1.htb	 1.0000	 2.0000	 2.0000	 100.2917	 0.0000	 100.2917	 0.0000	 93.3642	 -0.1432	 
m17c33r1.htb	 1.0000	 2.0000	 1.0000	 38.1872	 NaN	 38.1872	 NaN	 2.7842	 0.7500	 0.5294	 
m17c33r1.htb	 1.0000	 2.0000	 2.0000	 339.3931	 NaN	 339.3931	 NaN	 167.5129	 0.7143	 0.6604	 
m17c34r1.htb	 1.0000	 2.0000	 1.0000	 354.1904	 0.9569	 354.1904	 0.0868	 130.6431	 0.0469	 -0.1180	 
m17c34r1.htb	 1.0000	 2.0000	 2.0000	 50.3607	 0.0000	 50.3607	 0.0000	 12.9701	 -0.3280	 0.7253	 
m17c35r1.htb	 1.0000	 2.0000	 1.0000	 242.4520	 0.2034	 242.4520	 0.0019	 47.3767	 0.1047	 0.1549	 
m17c35r1.htb	 1.0000	 2.0000	 2.0000	 111.1881	 0.0000	 111.1881	 0.0000	 9.9001	 0.2212	 0.8417	 
m17c36r1.htb	 1.0000	 2.0000	 1.0000	 0.8019	 0.4901	 0.8019	 0.0599	 338.5517	 -0.1162	 0.8078	 
m17c36r1.htb	 1.0000	 2.0000	 2.0000	 79.2009	 0.2224	 79.2009	 0.2205	 17.8923	 0.0490	 -0.0013	 
m17c37r1.htb	 1.0000	 2.0000	 1.0000	 301.5032	 0.9879	 301.5032	 0.7876	 56.5063	 0.1752	 0.3792	 
m17c37r1.htb	 1.0000	 2.0000	 2.0000	 146.0579	 0.2585	 146.0579	 0.0050	 1.1606	 0.2048	 0.6139	 
m17c38r1.htb	 1.0000	 2.0000	 1.0000	 193.8631	 0.0553	 193.8631	 0.4356	 58.8631	 0.0119	 0.4164	 
m17c38r1.htb	 1.0000	 2.0000	 2.0000	 65.5470	 0.0000	 65.5470	 1.0000	 65.5470	 0.0391	 NaN	 
m17c38r1.htb	 1.0000	 3.0000	 1.0000	 193.8631	 0.0553	 193.8631	 0.3012	 23.3469	 0.3753	 0.7232	 
m17c38r1.htb	 1.0000	 3.0000	 2.0000	 65.5470	 0.0000	 65.5470	 0.0000	 5.7221	 0.2779	 0.9894	 
m17c38r1.htb	 1.0000	 4.0000	 1.0000	 193.8631	 0.0553	 193.8631	 0.7710	 4.7115	 0.5563	 0.9439	 
m17c38r1.htb	 1.0000	 4.0000	 2.0000	 65.5470	 0.0000	 65.5470	 0.0000	 1.6233	 0.6240	 0.9965	 
m17c38r1.htb	 2.0000	 3.0000	 1.0000	 135.0000	 0.4356	 135.0000	 0.3012	 82.2099	 0.3273	 -0.0061	 
m17c38r1.htb	 2.0000	 3.0000	 2.0000	 0.0000	 1.0000	 0.0000	 0.0000	 59.8249	 -0.3647	 NaN	 
m17c38r1.htb	 2.0000	 4.0000	 1.0000	 135.0000	 0.4356	 135.0000	 0.7710	 63.5746	 -0.0530	 0.3209	 
m17c38r1.htb	 2.0000	 4.0000	 2.0000	 0.0000	 1.0000	 0.0000	 0.0000	 67.1703	 0.1846	 NaN	 
m17c38r1.htb	 3.0000	 4.0000	 1.0000	 217.2099	 0.3012	 217.2099	 0.7710	 18.6354	 -0.3294	 0.5564	 
m17c38r1.htb	 3.0000	 4.0000	 2.0000	 59.8249	 0.0000	 59.8249	 0.0000	 7.3454	 -0.1759	 0.9883	 
m17c39r1.htb	 1.0000	 2.0000	 1.0000	 140.1212	 0.9847	 140.1212	 0.7993	 86.5768	 0.2879	 0.4538	 
m17c39r1.htb	 1.0000	 2.0000	 2.0000	 345.6077	 0.0182	 345.6077	 0.0720	 179.0147	 0.0004	 -0.4162	 
m17c40r1.htb	 1.0000	 2.0000	 1.0000	 345.8747	 0.9901	 345.8747	 1.0000	 262.2947	 0.6946	 0.3395	 
m17c40r1.htb	 1.0000	 2.0000	 2.0000	 81.7145	 0.0693	 81.7145	 0.0027	 175.0628	 0.2741	 0.0037	 
m17c40r2.htb	 1.0000	 2.0000	 1.0000	 90.0000	 1.0000	 90.0000	 0.3962	 36.3513	 -0.1466	 0.2853	 
m17c40r2.htb	 1.0000	 2.0000	 2.0000	 0.0000	 0.4501	 0.0000	 0.0166	 166.5681	 0.0719	 0.7662	 
m17c40r2.htb	 1.0000	 3.0000	 1.0000	 90.0000	 1.0000	 90.0000	 0.4161	 255.8720	 -0.0853	 -0.5320	 
m17c40r2.htb	 1.0000	 3.0000	 2.0000	 0.0000	 0.4501	 0.0000	 0.0001	 203.8706	 -0.1047	 0.3398	 
m17c40r2.htb	 2.0000	 3.0000	 1.0000	 53.6487	 0.3962	 53.6487	 0.4161	 292.2234	 -0.0152	 -0.0452	 
m17c40r2.htb	 2.0000	 3.0000	 2.0000	 166.5681	 0.0166	 166.5681	 0.0001	 37.3025	 0.1359	 0.4577	 
m17c40r1.htb	 1.0000	 2.0000	 1.0000	 345.8747	 0.9901	 345.8747	 1.0000	 262.2947	 0.6946	 0.3395	 
m17c40r1.htb	 1.0000	 2.0000	 2.0000	 81.7145	 0.0693	 81.7145	 0.0027	 175.0628	 0.2741	 0.0037	 
m17c40r2.htb	 1.0000	 2.0000	 1.0000	 90.0000	 1.0000	 90.0000	 0.3962	 36.3513	 -0.1466	 0.2853	 
m17c40r2.htb	 1.0000	 2.0000	 2.0000	 0.0000	 0.4501	 0.0000	 0.0166	 166.5681	 0.0719	 0.7662	 
m17c40r2.htb	 1.0000	 3.0000	 1.0000	 90.0000	 1.0000	 90.0000	 0.4161	 255.8720	 -0.0853	 -0.5320	 
m17c40r2.htb	 1.0000	 3.0000	 2.0000	 0.0000	 0.4501	 0.0000	 0.0001	 203.8706	 -0.1047	 0.3398	 
m17c40r2.htb	 2.0000	 3.0000	 1.0000	 53.6487	 0.3962	 53.6487	 0.4161	 292.2234	 -0.0152	 -0.0452	 
m17c40r2.htb	 2.0000	 3.0000	 2.0000	 166.5681	 0.0166	 166.5681	 0.0001	 37.3025	 0.1359	 0.4577	 
m17c41r1.htb	 1.0000	 2.0000	 1.0000	 19.6214	 0.0662	 19.6214	 0.6303	 36.6885	 -0.1279	 0.1134	 
m17c41r1.htb	 1.0000	 2.0000	 2.0000	 5.1656	 0.0000	 5.1656	 0.7360	 101.9737	 -0.0147	 0.0703	 
m17c41r1.htb	 1.0000	 3.0000	 1.0000	 19.6214	 0.0662	 19.6214	 0.2922	 275.7314	 0.2625	 -0.2436	 
